# Batch 4 post status before migration (2026-09-18)
# slug	draft	http_before	in_sitemap	og_image_before	has_hero_frontmatter
2026-07-28-core-scientifics-amd-deal-turns-stranded-mining-power-into-ai-capacity	False	200	1	https://kenashe.ai/_astro/hero.BVBcIIqj.png	True
2026-07-28-entity-matching-needs-architecture-tests-not-bigger-model-reflexes	False	200	1	https://kenashe.ai/_astro/hero.CTt33_EQ.png	True
2026-07-28-kimi-k3-makes-open-frontier-models-harder-to-dismiss	True	404	0	https://kenashe.ai/og-default.png	True
2026-07-28-multimodal-ai-needs-a-plan-for-missing-inputs	False	200	1	https://kenashe.ai/_astro/hero.6V_nybpY.png	True
2026-07-28-on-policy-distillation-is-becoming-the-default-move-for-agent-training	False	200	1	https://kenashe.ai/_astro/hero.CUzBi91y.png	True
2026-07-28-open-weights-are-a-deployment-choice-not-a-virtue-signal	True	404	0	https://kenashe.ai/og-default.png	True
2026-07-28-the-gap-between-reading-a-feature-and-steering-with-it	False	200	1	https://kenashe.ai/_astro/hero.Cq4n7Ame.png	True
2026-07-28-the-hidden-bug-in-distilling-guided-diffusion-models	False	200	1	https://kenashe.ai/_astro/hero.BUNR6Sty.png	True
2026-07-29-atoms-end-user-domain-sales-show-ai-branding-is-still-trust-work	False	200	1	https://kenashe.ai/_astro/hero.CMBnXZsr.png	True
2026-07-29-coding-agents-are-becoming-lab-infrastructure	False	200	1	https://kenashe.ai/_astro/hero.64JfP-Ra.png	True
2026-07-29-ionic-digitals-nasdaq-debut-puts-ex-celsius-mining-assets-in-the-ai	False	200	1	https://kenashe.ai/_astro/hero.DCcw-obw.png	True
2026-07-29-modus-brings-any-to-any-multimodal-modeling-to-decoder-only-systems	False	200	1	https://kenashe.ai/_astro/hero.CwNa8NpH.png	True
2026-07-29-r-makes-robot-policies-react-inside-the-action-chunk	False	200	1	https://kenashe.ai/_astro/hero.LKge_RQI.png	True
2026-07-29-relay-opd-and-the-prefix-failure-problem-in-on-policy-distillation	False	200	1	https://kenashe.ai/_astro/hero.DTi6sjfY.png	True
2026-07-29-rl-can-teach-code-models-to-care-about-runtime-but-the-stopwatch-is-the-hard	False	200	1	https://kenashe.ai/_astro/hero.BOqsohYz.png	True
2026-07-29-tabular-foundation-models-still-stumble-when-the-rows-change	False	200	1	https://kenashe.ai/_astro/hero.DoZkwPju.png	True
2026-07-29-what-anthropics-two-day-mcp-sdk-scramble-says-about-protocol-versioning	True	404	0	https://kenashe.ai/og-default.png	True
2026-07-29-when-your-rag-sources-disagree-kontrast-and-cross-modal-knowledge-auditing	False	200	1	https://kenashe.ai/_astro/hero.BFBF4N39.png	True
2026-07-30-ai-research-agents-can-code-but-they-still-cant-judge-the-work	False	200	1	https://kenashe.ai/_astro/hero.BtJHlr0J.png	True
2026-07-30-apex-accounting-the-2-6-number-that-should-scare-ai-bookkeeping-startups	False	200	1	https://kenashe.ai/_astro/hero.DXB1KUKh.png	True
2026-07-30-average-coverage-is-not-enough-for-high-stakes-classifiers	False	200	1	https://kenashe.ai/_astro/hero.C_Qd0ynb.png	True
2026-07-30-gpt-5-6s-arc-gain-came-from-two-api-settings	False	200	1	https://kenashe.ai/_astro/hero.BD4_4rL8.png	True
2026-07-30-mindforge-trains-coding-agents-on-blank-repo-software-work	False	200	1	https://kenashe.ai/_astro/hero.Dn8JninK.png	True
2026-07-30-moonpays-ai-airdrop-is-the-more-useful-signal-than-robinhoods-big-quarter	False	200	1	https://kenashe.ai/_astro/hero.UIGz0o02.png	True
2026-07-30-openais-100-000-researcher-chatgpt-push-is-an-access-story-not-a-discovery-story	False	200	1	https://kenashe.ai/_astro/hero.CKRu-6OX.png	True
2026-07-30-ropd-treats-poisoned-fine-tunes-as-a-distribution-problem	False	200	1	https://kenashe.ai/_astro/hero.DDWGn1cj.png	True
2026-07-30-the-office-task-benchmark-that-prices-agents-against-human-labor	False	200	1	https://kenashe.ai/_astro/hero.BwgLjeCS.png	True
2026-07-30-the-price-of-monoculture-what-happens-to-writing-when-everyone-uses-the-same	False	200	1	https://kenashe.ai/_astro/hero.Pbkbrn2c.png	True
2026-07-31-askchem-moves-the-unit-of-retrieval-from-paper-to-claim	False	200	1	https://kenashe.ai/_astro/hero.DLqCx1hN.png	True
2026-07-31-claudes-test-escape-is-a-security-design-problem-not-a-sci-fi-story	False	200	1	https://kenashe.ai/_astro/hero.D0d1RFjf.png	True
2026-07-31-computer-use-agents-need-stricter-judges-not-prettier-demos	False	200	1	https://kenashe.ai/_astro/hero.BR9dXUpi.png	True
2026-07-31-gpt-5-6s-price-cut-matters-more-than-its-benchmark-scores	True	404	0	https://kenashe.ai/og-default.png	True
2026-07-31-learning-seiberg-dualities-tests-ai-search-not-physics-vibes	False	200	1	https://kenashe.ai/_astro/hero.CrxwV2Ci.png	True
2026-07-31-openais-python-sdk-adds-the-boring-knobs-production-apps-need	False	200	1	https://kenashe.ai/_astro/hero.BhtqBkoJ.png	True
2026-07-31-orca-bench-shows-oncall-agents-are-not-ready-for-pager-duty	False	200	1	https://kenashe.ai/_astro/hero.BcJJ5UU2.png	True
2026-07-31-retoken-makes-visual-retrieval-a-one-token-routing-problem	False	200	1	https://kenashe.ai/_astro/hero.CriMWZ6F.png	True
2026-07-31-system-prompts-are-becoming-an-audit-surface	False	200	1	https://kenashe.ai/_astro/hero.CJfLCa3D.png	True
2026-07-31-when-you-count-the-tokens-self-reflection-loses-to-just-sampling-more	False	200	1	https://kenashe.ai/_astro/hero.BUftt97l.png	True
2026-08-01-ai-reasoning-can-look-right-while-taking-shortcuts	False	200	1	https://kenashe.ai/_astro/hero.96oElKlp.png	True
2026-08-01-flint-points-at-a-missing-layer-in-ai-visualization	False	200	1	https://kenashe.ai/_astro/hero.BPwuTUIv.png	True
2026-08-01-google-earths-nano-banana-problem-is-provenance-not-image-quality	False	200	1	https://kenashe.ai/_astro/hero.Bv3gi0J5.png	True
2026-08-01-gos-generic-collections-proposal-is-really-about-shared-defaults	False	200	1	https://kenashe.ai/_astro/hero.DErfm4Z1.png	True
2026-08-01-openais-ten-math-results-what-counts-as-a-real-advance	False	200	1	https://kenashe.ai/_astro/hero.D7yLtbR9.png	True
2026-08-01-tailscale-is-not-a-security-boundary-for-ai-infrastructure	False	200	1	https://kenashe.ai/_astro/hero.BduAGP5B.png	True
2026-08-01-the-gpt-5-6-maxwell-claim-needs-proof-infrastructure-not-applause	False	200	1	https://kenashe.ai/_astro/hero.D4U4aCXD.png	True
2026-08-01-the-last-mile-is-still-yours-why-ai-code-doesnt-ship-products	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-01-the-useful-question-behind-a-multiplayer-agent-harness	False	200	1	https://kenashe.ai/_astro/hero.n7AFADgy.png	True
2026-08-01-what-openais-cambodia-scam-takedown-tells-builders-about-abuse-detection	False	200	1	https://kenashe.ai/_astro/hero.DgI32X1l.png	True
2026-08-02-a-16-node-dgx-spark-cluster-at-home-what-running-trillion-parameter-models	False	200	1	https://kenashe.ai/_astro/hero.5pyjNVzf.png	True
2026-08-02-deepseek-v4-flash-on-a-3090-shifts-the-bottleneck-to-ddr5	False	200	1	https://kenashe.ai/_astro/hero.7ZnvY2Yg.png	True
2026-08-02-deepseek-v4-flash-on-a-mac-is-an-i-o-story-not-a-parameter-count-story	False	200	1	https://kenashe.ai/_astro/hero.B29tAb2_.png	True
2026-08-02-gallups-ai-skepticism-signal-is-about-control-not-literacy	False	200	1	https://kenashe.ai/_astro/hero.C0goh4WC.png	True
2026-08-02-instruction-following-is-the-local-model-test-benchmarks-miss	False	200	1	https://kenashe.ai/_astro/hero.mx2zVF4t.png	True
2026-08-02-kimi-k3-on-8-gb-ram-is-a-systems-lesson-not-a-serving-plan	False	200	1	https://kenashe.ai/_astro/hero.BWPpI2o7.png	True
2026-08-02-llama-cpp-support-is-becoming-the-real-local-ai-distribution-layer	False	200	1	https://kenashe.ai/_astro/hero.DHOjGCQ4.png	True
2026-08-02-the-eu-ai-acts-transparency-rules-are-live-what-actually-changed-on-august-2	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-02-the-financial-advice-chatbots-give-you-depends-on-the-question-you-bring	False	200	1	https://kenashe.ai/_astro/hero.CCqh1LPq.png	True
2026-08-02-vacuum-16t-turns-model-size-into-a-metadata-bug	False	200	1	https://kenashe.ai/_astro/hero.ChIUAIGf.png	True
2026-08-03-cendre-brings-frequency-domain-explanations-to-time-series-cnns	False	200	1	https://kenashe.ai/_astro/hero.yuKMEu1m.png	True
2026-08-03-dungeonbench-puts-tactical-reasoning-where-agents-usually-break	False	200	1	https://kenashe.ai/_astro/hero.k_Vip4ip.png	True
2026-08-03-epc-scores-explanations-by-testing-what-the-model-can-lose	False	200	1	https://kenashe.ai/_astro/hero.DENTheeA.png	True
