# Raw GitHub URL changes, Phase B batch 4
# PNG paths 404 at master after the batch; permanent at pre-batch commit 844905d57006762486a000c0d64001515db3a72d; WebP path valid at master.
# old_master_url	permanent_pre_merge_url	new_master_url
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/inline-2.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/inline-3.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/inline-3.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-training-agents-inside-the-harness-they-actually-ship-with/inline-3.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-vlm-ie3d-gives-2d-video-models-a-better-sense-of-space/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-24-vlm-ie3d-gives-2d-video-models-a-better-sense-of-space/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-vlm-ie3d-gives-2d-video-models-a-better-sense-of-space/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-vlm-ie3d-gives-2d-video-models-a-better-sense-of-space/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-24-vlm-ie3d-gives-2d-video-models-a-better-sense-of-space/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-vlm-ie3d-gives-2d-video-models-a-better-sense-of-space/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-worlds-52-5m-bet-on-proof-of-human-for-agents/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-24-worlds-52-5m-bet-on-proof-of-human-for-agents/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-worlds-52-5m-bet-on-proof-of-human-for-agents/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-worlds-52-5m-bet-on-proof-of-human-for-agents/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-24-worlds-52-5m-bet-on-proof-of-human-for-agents/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-24-worlds-52-5m-bet-on-proof-of-human-for-agents/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-ai-usage-metrics-should-move-from-tokens-burned-to-outcomes-shipped/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-ai-usage-metrics-should-move-from-tokens-burned-to-outcomes-shipped/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-ai-usage-metrics-should-move-from-tokens-burned-to-outcomes-shipped/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-ai-usage-metrics-should-move-from-tokens-burned-to-outcomes-shipped/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-ai-usage-metrics-should-move-from-tokens-burned-to-outcomes-shipped/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-ai-usage-metrics-should-move-from-tokens-burned-to-outcomes-shipped/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps/inline-2.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-claudes-useful-frame-for-model-knowledge-broad-frozen-uneven/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-claudes-useful-frame-for-model-knowledge-broad-frozen-uneven/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-claudes-useful-frame-for-model-knowledge-broad-frozen-uneven/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-claudes-useful-frame-for-model-knowledge-broad-frozen-uneven/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-claudes-useful-frame-for-model-knowledge-broad-frozen-uneven/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-claudes-useful-frame-for-model-knowledge-broad-frozen-uneven/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-half-life-2-on-haikuos-and-the-ai-runtime-tax/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-half-life-2-on-haikuos-and-the-ai-runtime-tax/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-half-life-2-on-haikuos-and-the-ai-runtime-tax/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-half-life-2-on-haikuos-and-the-ai-runtime-tax/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-half-life-2-on-haikuos-and-the-ai-runtime-tax/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-half-life-2-on-haikuos-and-the-ai-runtime-tax/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-open-weight-ai-regulation-should-target-use-not-model-files/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-open-weight-ai-regulation-should-target-use-not-model-files/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-open-weight-ai-regulation-should-target-use-not-model-files/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-open-weight-ai-regulation-should-target-use-not-model-files/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-open-weight-ai-regulation-should-target-use-not-model-files/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-open-weight-ai-regulation-should-target-use-not-model-files/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks/inline-2.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-the-ai-kill-switch-act-targets-frontier-ai-operations/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-the-ai-kill-switch-act-targets-frontier-ai-operations/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-the-ai-kill-switch-act-targets-frontier-ai-operations/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-the-ai-kill-switch-act-targets-frontier-ai-operations/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-the-ai-kill-switch-act-targets-frontier-ai-operations/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-the-ai-kill-switch-act-targets-frontier-ai-operations/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-treat-rogue-ai-hacker-stories-as-incident-reports-not-movie-trailers/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-treat-rogue-ai-hacker-stories-as-incident-reports-not-movie-trailers/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-treat-rogue-ai-hacker-stories-as-incident-reports-not-movie-trailers/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-treat-rogue-ai-hacker-stories-as-incident-reports-not-movie-trailers/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-treat-rogue-ai-hacker-stories-as-incident-reports-not-movie-trailers/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-treat-rogue-ai-hacker-stories-as-incident-reports-not-movie-trailers/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-treat-the-irgc-bahrain-claim-as-an-ai-cloud-failover-drill/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-treat-the-irgc-bahrain-claim-as-an-ai-cloud-failover-drill/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-treat-the-irgc-bahrain-claim-as-an-ai-cloud-failover-drill/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-treat-the-irgc-bahrain-claim-as-an-ai-cloud-failover-drill/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-treat-the-irgc-bahrain-claim-as-an-ai-cloud-failover-drill/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-treat-the-irgc-bahrain-claim-as-an-ai-cloud-failover-drill/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders/inline-2.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-brollys-plain-text-weather-page-is-an-ai-product-lesson/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-brollys-plain-text-weather-page-is-an-ai-product-lesson/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-brollys-plain-text-weather-page-is-an-ai-product-lesson/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-brollys-plain-text-weather-page-is-an-ai-product-lesson/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-brollys-plain-text-weather-page-is-an-ai-product-lesson/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-brollys-plain-text-weather-page-is-an-ai-product-lesson/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-cloudflare-turns-ai-crawling-into-a-traffic-control-problem/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-cloudflare-turns-ai-crawling-into-a-traffic-control-problem/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-cloudflare-turns-ai-crawling-into-a-traffic-control-problem/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-cloudflare-turns-ai-crawling-into-a-traffic-control-problem/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-cloudflare-turns-ai-crawling-into-a-traffic-control-problem/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-cloudflare-turns-ai-crawling-into-a-traffic-control-problem/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-context-engineering-is-becoming-product-design-for-claude-style-apps/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-context-engineering-is-becoming-product-design-for-claude-style-apps/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-context-engineering-is-becoming-product-design-for-claude-style-apps/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-context-engineering-is-becoming-product-design-for-claude-style-apps/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-context-engineering-is-becoming-product-design-for-claude-style-apps/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-context-engineering-is-becoming-product-design-for-claude-style-apps/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-debians-llm-debate-is-really-about-maintainership/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-debians-llm-debate-is-really-about-maintainership/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-debians-llm-debate-is-really-about-maintainership/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-debians-llm-debate-is-really-about-maintainership/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-debians-llm-debate-is-really-about-maintainership/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-debians-llm-debate-is-really-about-maintainership/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/inline-2.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/inline-3.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/inline-3.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote/inline-3.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-inklings-first-real-test-is-not-the-headline-benchmark/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-inklings-first-real-test-is-not-the-headline-benchmark/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-inklings-first-real-test-is-not-the-headline-benchmark/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-inklings-first-real-test-is-not-the-headline-benchmark/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/844905d57006762486a000c0d64001515db3a72d/src/assets/blog/2026-07-26-inklings-first-real-test-is-not-the-headline-benchmark/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-07-26-inklings-first-real-test-is-not-the-headline-benchmark/inline-1.webp
