# Site-hosted image URL mapping, Phase B batch 4. Hashes computed with Rollup (the algorithm Astro uses for /_astro/ asset names); the 91 published posts' live og:image values matched the computed old URLs 91/91.
# served_today: production HTTP status of old_url on 2026-09-18 before the batch. 404 = original never emitted (only sized derivatives), no redirect needed.
# old_url	new_url	served_today	role	post_slug
https://kenashe.ai/_astro/hero.sOvpB09J.png	https://kenashe.ai/_astro/hero.KiuC99CB.webp	200	hero (og:image + Article.image)	2026-07-24-training-agents-inside-the-harness-they-actually-ship-with
https://kenashe.ai/_astro/inline-1.DLsdE08C.png	https://kenashe.ai/_astro/inline-1.B_PDc6zi.webp	404	inline (in-page only)	2026-07-24-training-agents-inside-the-harness-they-actually-ship-with
https://kenashe.ai/_astro/inline-2.D_yYYXli.png	https://kenashe.ai/_astro/inline-2.FhQSkOgc.webp	404	inline (in-page only)	2026-07-24-training-agents-inside-the-harness-they-actually-ship-with
https://kenashe.ai/_astro/inline-3.DQwJT4V_.png	https://kenashe.ai/_astro/inline-3.Cb70UImi.webp	404	inline (in-page only)	2026-07-24-training-agents-inside-the-harness-they-actually-ship-with
https://kenashe.ai/_astro/hero.7T5ST3VM.png	https://kenashe.ai/_astro/hero.4l1nDXzu.webp	200	hero (og:image + Article.image)	2026-07-24-vlm-ie3d-gives-2d-video-models-a-better-sense-of-space
https://kenashe.ai/_astro/inline-1.C68v5BV1.png	https://kenashe.ai/_astro/inline-1.CFai5Gl3.webp	404	inline (in-page only)	2026-07-24-vlm-ie3d-gives-2d-video-models-a-better-sense-of-space
https://kenashe.ai/_astro/hero.O8XEeQNh.png	https://kenashe.ai/_astro/hero.Da8CU4QM.webp	200	hero (og:image + Article.image)	2026-07-24-worlds-52-5m-bet-on-proof-of-human-for-agents
https://kenashe.ai/_astro/inline-1.BS1qzCfo.png	https://kenashe.ai/_astro/inline-1.D6Tn3lYV.webp	404	inline (in-page only)	2026-07-24-worlds-52-5m-bet-on-proof-of-human-for-agents
https://kenashe.ai/_astro/hero.vWGpTmmT.png	https://kenashe.ai/_astro/hero.Q0TxkHRN.webp	200	hero (og:image + Article.image)	2026-07-25-ai-usage-metrics-should-move-from-tokens-burned-to-outcomes-shipped
https://kenashe.ai/_astro/inline-1.VG3Y-Q6J.png	https://kenashe.ai/_astro/inline-1.BnXPwxhg.webp	404	inline (in-page only)	2026-07-25-ai-usage-metrics-should-move-from-tokens-burned-to-outcomes-shipped
https://kenashe.ai/_astro/hero.CIOEIMZA.png	https://kenashe.ai/_astro/hero.sf7ek3bE.webp	200	hero (og:image + Article.image)	2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps
https://kenashe.ai/_astro/inline-1.C1YR7EVS.png	https://kenashe.ai/_astro/inline-1.BX_dCUzI.webp	404	inline (in-page only)	2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps
https://kenashe.ai/_astro/inline-2.CljSFeTI.png	https://kenashe.ai/_astro/inline-2.DE3Dm-7R.webp	404	inline (in-page only)	2026-07-25-anthropics-sdk-just-named-claude-opus-5-and-added-mid-stream-tool-swaps
https://kenashe.ai/_astro/hero.Bhm46iWe.png	https://kenashe.ai/_astro/hero.Dxgvn7hR.webp	200	hero (og:image + Article.image)	2026-07-25-claudes-useful-frame-for-model-knowledge-broad-frozen-uneven
https://kenashe.ai/_astro/inline-1.DszRwjI4.png	https://kenashe.ai/_astro/inline-1.DXw3KPlS.webp	404	inline (in-page only)	2026-07-25-claudes-useful-frame-for-model-knowledge-broad-frozen-uneven
https://kenashe.ai/_astro/hero.B1a5ezxy.png	https://kenashe.ai/_astro/hero.D0VetSBW.webp	200	hero (og:image + Article.image)	2026-07-25-half-life-2-on-haikuos-and-the-ai-runtime-tax
https://kenashe.ai/_astro/inline-1.BmH-B8-m.png	https://kenashe.ai/_astro/inline-1.CdpzDT17.webp	404	inline (in-page only)	2026-07-25-half-life-2-on-haikuos-and-the-ai-runtime-tax
https://kenashe.ai/_astro/hero.b0BfW124.png	https://kenashe.ai/_astro/hero.DUPZjvXn.webp	200	hero (og:image + Article.image)	2026-07-25-open-weight-ai-regulation-should-target-use-not-model-files
https://kenashe.ai/_astro/inline-1.Bgmc1HU_.png	https://kenashe.ai/_astro/inline-1.DvAur6Hq.webp	404	inline (in-page only)	2026-07-25-open-weight-ai-regulation-should-target-use-not-model-files
https://kenashe.ai/_astro/hero.DwY4jloL.png	https://kenashe.ai/_astro/hero.4r5QQ96d.webp	200	hero (og:image + Article.image)	2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks
https://kenashe.ai/_astro/inline-1.CKp5Q9Gd.png	https://kenashe.ai/_astro/inline-1.CVl92eVX.webp	200	inline (in-page only)	2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks
https://kenashe.ai/_astro/inline-2.Hn0bsGBy.png	https://kenashe.ai/_astro/inline-2.CR2GROx2.webp	200	inline (in-page only)	2026-07-25-opus-5-beats-anthropics-own-fable-5-on-price-per-task-not-just-benchmarks
https://kenashe.ai/_astro/hero.BC9WG__8.png	https://kenashe.ai/_astro/hero.DyPBHhX_.webp	200	hero (og:image + Article.image)	2026-07-25-the-ai-kill-switch-act-targets-frontier-ai-operations
https://kenashe.ai/_astro/inline-1.DlFup8SD.png	https://kenashe.ai/_astro/inline-1.WNY2xhey.webp	404	inline (in-page only)	2026-07-25-the-ai-kill-switch-act-targets-frontier-ai-operations
https://kenashe.ai/_astro/hero.CpCHpT9N.png	https://kenashe.ai/_astro/hero.BA9DSCly.webp	200	hero (og:image + Article.image)	2026-07-25-treat-rogue-ai-hacker-stories-as-incident-reports-not-movie-trailers
https://kenashe.ai/_astro/inline-1.DNo4QihV.png	https://kenashe.ai/_astro/inline-1.GliThxAl.webp	404	inline (in-page only)	2026-07-25-treat-rogue-ai-hacker-stories-as-incident-reports-not-movie-trailers
https://kenashe.ai/_astro/hero.CNthfw-M.png	https://kenashe.ai/_astro/hero.Uv9_J77m.webp	200	hero (og:image + Article.image)	2026-07-25-treat-the-irgc-bahrain-claim-as-an-ai-cloud-failover-drill
https://kenashe.ai/_astro/inline-1.DR0gjmIn.png	https://kenashe.ai/_astro/inline-1.Cie4Tlqm.webp	404	inline (in-page only)	2026-07-25-treat-the-irgc-bahrain-claim-as-an-ai-cloud-failover-drill
https://kenashe.ai/_astro/hero.D_NsDxaS.png	https://kenashe.ai/_astro/hero.BVeW31Ni.webp	200	hero (og:image + Article.image)	2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders
https://kenashe.ai/_astro/inline-1.ByGnYll3.png	https://kenashe.ai/_astro/inline-1.LfHCzKbF.webp	200	inline (in-page only)	2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders
https://kenashe.ai/_astro/inline-2.BXPoTapC.png	https://kenashe.ai/_astro/inline-2.3xEEizZV.webp	200	inline (in-page only)	2026-07-25-what-claude-opus-5s-system-card-actually-tells-builders
https://kenashe.ai/_astro/hero.DfzdRqGC.png	https://kenashe.ai/_astro/hero.BweZDjEJ.webp	200	hero (og:image + Article.image)	2026-07-26-brollys-plain-text-weather-page-is-an-ai-product-lesson
https://kenashe.ai/_astro/inline-1.WNlV4eaj.png	https://kenashe.ai/_astro/inline-1.BiTRUY0E.webp	404	inline (in-page only)	2026-07-26-brollys-plain-text-weather-page-is-an-ai-product-lesson
https://kenashe.ai/_astro/hero.Do0w2nzI.png	https://kenashe.ai/_astro/hero.4lKmufbM.webp	200	hero (og:image + Article.image)	2026-07-26-cloudflare-turns-ai-crawling-into-a-traffic-control-problem
https://kenashe.ai/_astro/inline-1.Bx8anRk0.png	https://kenashe.ai/_astro/inline-1.CG_pAm-E.webp	404	inline (in-page only)	2026-07-26-cloudflare-turns-ai-crawling-into-a-traffic-control-problem
https://kenashe.ai/_astro/hero.B8aAd6AL.png	https://kenashe.ai/_astro/hero.DiZrNbgm.webp	200	hero (og:image + Article.image)	2026-07-26-context-engineering-is-becoming-product-design-for-claude-style-apps
https://kenashe.ai/_astro/inline-1.D1VrrqpT.png	https://kenashe.ai/_astro/inline-1.sCeLsyWt.webp	404	inline (in-page only)	2026-07-26-context-engineering-is-becoming-product-design-for-claude-style-apps
https://kenashe.ai/_astro/hero.CzASoUtL.png	https://kenashe.ai/_astro/hero.D0VyVuVg.webp	200	hero (og:image + Article.image)	2026-07-26-debians-llm-debate-is-really-about-maintainership
https://kenashe.ai/_astro/inline-1.iL2SgNUq.png	https://kenashe.ai/_astro/inline-1.BJUyoK9c.webp	404	inline (in-page only)	2026-07-26-debians-llm-debate-is-really-about-maintainership
https://kenashe.ai/_astro/hero.Cf4zBjee.png	https://kenashe.ai/_astro/hero.DqRW-a3B.webp	200	hero (og:image + Article.image)	2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote
https://kenashe.ai/_astro/inline-1.BQgfYaZV.png	https://kenashe.ai/_astro/inline-1.Db4BRqhB.webp	404	inline (in-page only)	2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote
https://kenashe.ai/_astro/inline-2.DtEosdOq.png	https://kenashe.ai/_astro/inline-2.7NHXjxw2.webp	404	inline (in-page only)	2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote
https://kenashe.ai/_astro/inline-3.Dv7jAuH9.png	https://kenashe.ai/_astro/inline-3.D_zP2x9-.webp	404	inline (in-page only)	2026-07-26-deepseeks-paused-raise-and-the-compute-gap-nobody-wants-to-quote
https://kenashe.ai/_astro/hero.Bzodp9it.png	https://kenashe.ai/_astro/hero.Dy9dWsGT.webp	200	hero (og:image + Article.image)	2026-07-26-inklings-first-real-test-is-not-the-headline-benchmark
https://kenashe.ai/_astro/inline-1.Cqn1xwB2.png	https://kenashe.ai/_astro/inline-1.B5nd8WYm.webp	404	inline (in-page only)	2026-07-26-inklings-first-real-test-is-not-the-headline-benchmark
https://kenashe.ai/_astro/hero.DQ583WhK.png	https://kenashe.ai/_astro/hero.u8zw7Si6.webp	200	hero (og:image + Article.image)	2026-07-26-open-weight-ai-is-moving-from-model-choice-to-operations
https://kenashe.ai/_astro/inline-1.B7NJeR8c.png	https://kenashe.ai/_astro/inline-1.DkNyPrpk.webp	404	inline (in-page only)	2026-07-26-open-weight-ai-is-moving-from-model-choice-to-operations
https://kenashe.ai/_astro/hero.BNOkd26N.png	https://kenashe.ai/_astro/hero.B2eJy-ti.webp	200	hero (og:image + Article.image)	2026-07-26-the-entry-level-job-question-what-the-2026-data-actually-shows
https://kenashe.ai/_astro/inline-1.BkOg0sO9.png	https://kenashe.ai/_astro/inline-1.CuRn60-3.webp	200	inline (in-page only)	2026-07-26-the-entry-level-job-question-what-the-2026-data-actually-shows
https://kenashe.ai/_astro/inline-2.BKDcfyDP.png	https://kenashe.ai/_astro/inline-2.DwazCHD2.webp	200	inline (in-page only)	2026-07-26-the-entry-level-job-question-what-the-2026-data-actually-shows
https://kenashe.ai/_astro/inline-3.DpmPrNxe.png	https://kenashe.ai/_astro/inline-3.D9joSn_D.webp	200	inline (in-page only)	2026-07-26-the-entry-level-job-question-what-the-2026-data-actually-shows
https://kenashe.ai/_astro/hero.D1UpBIV1.png	https://kenashe.ai/_astro/hero.CfQkf5ZY.webp	200	hero (og:image + Article.image)	2026-07-26-tiny-llms-on-8-microcontrollers-are-an-edge-pattern-not-a-chatbot-story
https://kenashe.ai/_astro/inline-1.Dz4-HI-x.png	https://kenashe.ai/_astro/inline-1.Drzm2Lz6.webp	404	inline (in-page only)	2026-07-26-tiny-llms-on-8-microcontrollers-are-an-edge-pattern-not-a-chatbot-story
https://kenashe.ai/_astro/hero.BhFVbL1W.png	https://kenashe.ai/_astro/hero.CUA9G3MT.webp	200	hero (og:image + Article.image)	2026-07-26-what-grapheneos-teaches-builders-about-on-device-ai-and-locked-data
https://kenashe.ai/_astro/inline-1.CkLZli6a.png	https://kenashe.ai/_astro/inline-1.vDfKg_0B.webp	404	inline (in-page only)	2026-07-26-what-grapheneos-teaches-builders-about-on-device-ai-and-locked-data
https://kenashe.ai/_astro/inline-2.2XMyfThi.png	https://kenashe.ai/_astro/inline-2.BN18sbIO.webp	404	inline (in-page only)	2026-07-26-what-grapheneos-teaches-builders-about-on-device-ai-and-locked-data
https://kenashe.ai/_astro/hero.DhjOI6KP.png	https://kenashe.ai/_astro/hero.Dqgrc66a.webp	200	hero (og:image + Article.image)	2026-07-27-agent-routers-should-pick-once-per-task-not-once-per-call
https://kenashe.ai/_astro/inline-1.Q7koV9BS.png	https://kenashe.ai/_astro/inline-1.BHNJQVu_.webp	404	inline (in-page only)	2026-07-27-agent-routers-should-pick-once-per-task-not-once-per-call
https://kenashe.ai/_astro/hero.C6-wmEnB.png	https://kenashe.ai/_astro/hero.DgdxFAsU.webp	200	hero (og:image + Article.image)	2026-07-27-animal-calls-expose-what-audio-embeddings-learn-by-accident
https://kenashe.ai/_astro/inline-1.Dx4dqjkc.png	https://kenashe.ai/_astro/inline-1.CNN-bHM5.webp	404	inline (in-page only)	2026-07-27-animal-calls-expose-what-audio-embeddings-learn-by-accident
https://kenashe.ai/_astro/hero.CHn64ooZ.png	https://kenashe.ai/_astro/hero.DiKypWN7.webp	200	hero (og:image + Article.image)	2026-07-27-causalforge-makes-ai-research-agents-prove-their-work
https://kenashe.ai/_astro/inline-1.DsFrMywQ.png	https://kenashe.ai/_astro/inline-1.vwiuJdeY.webp	404	inline (in-page only)	2026-07-27-causalforge-makes-ai-research-agents-prove-their-work
https://kenashe.ai/_astro/hero.B0WDXUuk.png	https://kenashe.ai/_astro/hero.BaTQay1h.webp	200	hero (og:image + Article.image)	2026-07-27-coinbases-ai-agent-bet-is-payments-plumbing-not-an-ai-pivot
https://kenashe.ai/_astro/inline-1.BQrNtmNd.png	https://kenashe.ai/_astro/inline-1.CeYk8g7G.webp	404	inline (in-page only)	2026-07-27-coinbases-ai-agent-bet-is-payments-plumbing-not-an-ai-pivot
https://kenashe.ai/_astro/hero.CaqcyGbT.png	https://kenashe.ai/_astro/hero.C2rrHyog.webp	200	hero (og:image + Article.image)	2026-07-27-hyperball-optimizers-still-need-learning-rate-discipline
https://kenashe.ai/_astro/inline-1.xwSULf7B.png	https://kenashe.ai/_astro/inline-1.COYTeaqA.webp	404	inline (in-page only)	2026-07-27-hyperball-optimizers-still-need-learning-rate-discipline
https://kenashe.ai/_astro/hero.1MQB8Hay.png	https://kenashe.ai/_astro/hero.Db4MmUph.webp	200	hero (og:image + Article.image)	2026-07-27-llama-stacks-two-patch-releases-are-a-reminder-your-ai-deps-are-the-attack
https://kenashe.ai/_astro/inline-1.IGiIbBWu.png	https://kenashe.ai/_astro/inline-1.CGGKEdPN.webp	404	inline (in-page only)	2026-07-27-llama-stacks-two-patch-releases-are-a-reminder-your-ai-deps-are-the-attack
https://kenashe.ai/_astro/inline-2.BPyi6UxU.png	https://kenashe.ai/_astro/inline-2.BD9974rD.webp	404	inline (in-page only)	2026-07-27-llama-stacks-two-patch-releases-are-a-reminder-your-ai-deps-are-the-attack
https://kenashe.ai/_astro/inline-3.C9GJrgKu.png	https://kenashe.ai/_astro/inline-3.Bvdohrss.webp	404	inline (in-page only)	2026-07-27-llama-stacks-two-patch-releases-are-a-reminder-your-ai-deps-are-the-attack
https://kenashe.ai/_astro/hero.C4szVx5b.png	https://kenashe.ai/_astro/hero.M1_p3wfL.webp	200	hero (og:image + Article.image)	2026-07-27-lora-makes-lora-tuning-selective-instead-of-uniform
https://kenashe.ai/_astro/inline-1.B0v9xRH3.png	https://kenashe.ai/_astro/inline-1.B6SR8tmk.webp	404	inline (in-page only)	2026-07-27-lora-makes-lora-tuning-selective-instead-of-uniform
https://kenashe.ai/_astro/hero.BnHJHdGe.png	https://kenashe.ai/_astro/hero.D63COUiJ.webp	200	hero (og:image + Article.image)	2026-07-27-quantum-spectral-models-encoding-a-matrixs-structure-into-the-circuit-itself
https://kenashe.ai/_astro/inline-1.DQyrbNTD.png	https://kenashe.ai/_astro/inline-1.D6yv6UDL.webp	404	inline (in-page only)	2026-07-27-quantum-spectral-models-encoding-a-matrixs-structure-into-the-circuit-itself
https://kenashe.ai/_astro/inline-2.BvQn1bQR.png	https://kenashe.ai/_astro/inline-2.B7XywM3n.webp	404	inline (in-page only)	2026-07-27-quantum-spectral-models-encoding-a-matrixs-structure-into-the-circuit-itself
https://kenashe.ai/_astro/hero.CJbWIwiu.png	https://kenashe.ai/_astro/hero.DECwOtHE.webp	200	hero (og:image + Article.image)	2026-07-27-the-same-model-name-gave-two-different-answers-about-pseudo-science
https://kenashe.ai/_astro/inline-1.5UuPpNm7.png	https://kenashe.ai/_astro/inline-1.BRK8LsQ_.webp	404	inline (in-page only)	2026-07-27-the-same-model-name-gave-two-different-answers-about-pseudo-science
https://kenashe.ai/_astro/inline-2.EGDSxKb1.png	https://kenashe.ai/_astro/inline-2.s0MzJJ9b.webp	404	inline (in-page only)	2026-07-27-the-same-model-name-gave-two-different-answers-about-pseudo-science
https://kenashe.ai/_astro/inline-3.tmiRbaii.png	https://kenashe.ai/_astro/inline-3.CaXBTrmD.webp	404	inline (in-page only)	2026-07-27-the-same-model-name-gave-two-different-answers-about-pseudo-science
https://kenashe.ai/_astro/hero.BbFpZXke.png	https://kenashe.ai/_astro/hero.Cc3Yz0vH.webp	200	hero (og:image + Article.image)	2026-07-27-zipchats-40k-com-buy-is-really-about-reducing-buyer-doubt
https://kenashe.ai/_astro/inline-1.DoTPSmUB.png	https://kenashe.ai/_astro/inline-1.C7dTt2Nt.webp	404	inline (in-page only)	2026-07-27-zipchats-40k-com-buy-is-really-about-reducing-buyer-doubt
https://kenashe.ai/_astro/hero.Dc8edibX.png	https://kenashe.ai/_astro/hero.C3O58-AV.webp	200	hero (og:image + Article.image)	2026-07-28-autonomous-research-needs-a-budget-scoreboard
https://kenashe.ai/_astro/inline-1.B-Iwbhk3.png	https://kenashe.ai/_astro/inline-1.btxUKbWA.webp	404	inline (in-page only)	2026-07-28-autonomous-research-needs-a-budget-scoreboard
https://kenashe.ai/_astro/hero.Ci7dOIkS.png	https://kenashe.ai/_astro/hero.B6R8NO2s.webp	200	hero (og:image + Article.image)	2026-07-28-chatgpt-work-turns-sales-ai-into-a-revenue-feedback-loop
https://kenashe.ai/_astro/inline-1.KSZ_VVvo.png	https://kenashe.ai/_astro/inline-1.BFV7lJsN.webp	404	inline (in-page only)	2026-07-28-chatgpt-work-turns-sales-ai-into-a-revenue-feedback-loop
https://kenashe.ai/_astro/hero.BVBcIIqj.png	https://kenashe.ai/_astro/hero.Cz4iamiU.webp	200	hero (og:image + Article.image)	2026-07-28-core-scientifics-amd-deal-turns-stranded-mining-power-into-ai-capacity
https://kenashe.ai/_astro/inline-1.B0aVoC3D.png	https://kenashe.ai/_astro/inline-1.DapxAtV2.webp	404	inline (in-page only)	2026-07-28-core-scientifics-amd-deal-turns-stranded-mining-power-into-ai-capacity
https://kenashe.ai/_astro/hero.CTt33_EQ.png	https://kenashe.ai/_astro/hero.BKNLKuV7.webp	200	hero (og:image + Article.image)	2026-07-28-entity-matching-needs-architecture-tests-not-bigger-model-reflexes
https://kenashe.ai/_astro/inline-1.CbHrIsKt.png	https://kenashe.ai/_astro/inline-1.xnHld33w.webp	404	inline (in-page only)	2026-07-28-entity-matching-needs-architecture-tests-not-bigger-model-reflexes
https://kenashe.ai/_astro/hero.Dp_yz-bA.png	https://kenashe.ai/_astro/hero.thzmiNEp.webp	200	hero (og:image + Article.image)	2026-07-28-kimi-k3-makes-open-frontier-models-harder-to-dismiss
https://kenashe.ai/_astro/inline-1.BcS5sotU.png	https://kenashe.ai/_astro/inline-1.CqYIIRhK.webp	200	inline (in-page only)	2026-07-28-kimi-k3-makes-open-frontier-models-harder-to-dismiss
https://kenashe.ai/_astro/hero.6V_nybpY.png	https://kenashe.ai/_astro/hero.CBGLb_SE.webp	200	hero (og:image + Article.image)	2026-07-28-multimodal-ai-needs-a-plan-for-missing-inputs
https://kenashe.ai/_astro/inline-1.Coe1VXsE.png	https://kenashe.ai/_astro/inline-1.BFSnCA8q.webp	404	inline (in-page only)	2026-07-28-multimodal-ai-needs-a-plan-for-missing-inputs
https://kenashe.ai/_astro/hero.CUzBi91y.png	https://kenashe.ai/_astro/hero.4VopbC9k.webp	200	hero (og:image + Article.image)	2026-07-28-on-policy-distillation-is-becoming-the-default-move-for-agent-training
https://kenashe.ai/_astro/inline-1.7N8Mvd-j.png	https://kenashe.ai/_astro/inline-1.DdKTtfzg.webp	404	inline (in-page only)	2026-07-28-on-policy-distillation-is-becoming-the-default-move-for-agent-training
https://kenashe.ai/_astro/inline-2.DL_wwNmZ.png	https://kenashe.ai/_astro/inline-2.BSvoV4Qn.webp	404	inline (in-page only)	2026-07-28-on-policy-distillation-is-becoming-the-default-move-for-agent-training
https://kenashe.ai/_astro/inline-3.mUaqrB90.png	https://kenashe.ai/_astro/inline-3.D3m_aI28.webp	404	inline (in-page only)	2026-07-28-on-policy-distillation-is-becoming-the-default-move-for-agent-training
https://kenashe.ai/_astro/hero.CnMITRzs.png	https://kenashe.ai/_astro/hero.BtnlSSQv.webp	200	hero (og:image + Article.image)	2026-07-28-open-weights-are-a-deployment-choice-not-a-virtue-signal
https://kenashe.ai/_astro/inline-1.Bfkn3sEL.png	https://kenashe.ai/_astro/inline-1.e7cIG2i_.webp	200	inline (in-page only)	2026-07-28-open-weights-are-a-deployment-choice-not-a-virtue-signal
https://kenashe.ai/_astro/hero.Cq4n7Ame.png	https://kenashe.ai/_astro/hero.CdegW9Zl.webp	200	hero (og:image + Article.image)	2026-07-28-the-gap-between-reading-a-feature-and-steering-with-it
https://kenashe.ai/_astro/inline-1.Zeoe8Epz.png	https://kenashe.ai/_astro/inline-1.DqScV40w.webp	404	inline (in-page only)	2026-07-28-the-gap-between-reading-a-feature-and-steering-with-it
https://kenashe.ai/_astro/inline-2.DdOyrqXI.png	https://kenashe.ai/_astro/inline-2.gHPmY72s.webp	404	inline (in-page only)	2026-07-28-the-gap-between-reading-a-feature-and-steering-with-it
https://kenashe.ai/_astro/inline-3.DXWYmeCT.png	https://kenashe.ai/_astro/inline-3.D-gI3SY6.webp	404	inline (in-page only)	2026-07-28-the-gap-between-reading-a-feature-and-steering-with-it
https://kenashe.ai/_astro/hero.BUNR6Sty.png	https://kenashe.ai/_astro/hero.DecIuKl8.webp	200	hero (og:image + Article.image)	2026-07-28-the-hidden-bug-in-distilling-guided-diffusion-models
https://kenashe.ai/_astro/inline-1.9mBsKGbP.png	https://kenashe.ai/_astro/inline-1.CupvckXL.webp	404	inline (in-page only)	2026-07-28-the-hidden-bug-in-distilling-guided-diffusion-models
https://kenashe.ai/_astro/inline-2.BJgXUPpP.png	https://kenashe.ai/_astro/inline-2.C-CyXRII.webp	404	inline (in-page only)	2026-07-28-the-hidden-bug-in-distilling-guided-diffusion-models
https://kenashe.ai/_astro/inline-3.EAHdVFII.png	https://kenashe.ai/_astro/inline-3.CImQW3QS.webp	404	inline (in-page only)	2026-07-28-the-hidden-bug-in-distilling-guided-diffusion-models
https://kenashe.ai/_astro/hero.CMBnXZsr.png	https://kenashe.ai/_astro/hero.D8s0Qvy4.webp	200	hero (og:image + Article.image)	2026-07-29-atoms-end-user-domain-sales-show-ai-branding-is-still-trust-work
https://kenashe.ai/_astro/inline-1.B5Iomzc3.png	https://kenashe.ai/_astro/inline-1.DRgTb46Q.webp	404	inline (in-page only)	2026-07-29-atoms-end-user-domain-sales-show-ai-branding-is-still-trust-work
https://kenashe.ai/_astro/hero.64JfP-Ra.png	https://kenashe.ai/_astro/hero.CJ5ZXEV8.webp	200	hero (og:image + Article.image)	2026-07-29-coding-agents-are-becoming-lab-infrastructure
https://kenashe.ai/_astro/inline-1.C5g1ptwD.png	https://kenashe.ai/_astro/inline-1.IvLfrght.webp	404	inline (in-page only)	2026-07-29-coding-agents-are-becoming-lab-infrastructure
https://kenashe.ai/_astro/hero.DCcw-obw.png	https://kenashe.ai/_astro/hero.CkgTs_20.webp	200	hero (og:image + Article.image)	2026-07-29-ionic-digitals-nasdaq-debut-puts-ex-celsius-mining-assets-in-the-ai
https://kenashe.ai/_astro/inline-1.DUYkQapF.png	https://kenashe.ai/_astro/inline-1.9meIdcog.webp	404	inline (in-page only)	2026-07-29-ionic-digitals-nasdaq-debut-puts-ex-celsius-mining-assets-in-the-ai
https://kenashe.ai/_astro/hero.CwNa8NpH.png	https://kenashe.ai/_astro/hero.DraxLbTR.webp	200	hero (og:image + Article.image)	2026-07-29-modus-brings-any-to-any-multimodal-modeling-to-decoder-only-systems
https://kenashe.ai/_astro/inline-1.C5C5Z83O.png	https://kenashe.ai/_astro/inline-1.Dh_QS-3I.webp	404	inline (in-page only)	2026-07-29-modus-brings-any-to-any-multimodal-modeling-to-decoder-only-systems
https://kenashe.ai/_astro/hero.LKge_RQI.png	https://kenashe.ai/_astro/hero.FOHLvRq4.webp	200	hero (og:image + Article.image)	2026-07-29-r-makes-robot-policies-react-inside-the-action-chunk
https://kenashe.ai/_astro/inline-1.8hwvUZRx.png	https://kenashe.ai/_astro/inline-1.Tk7lWqUT.webp	404	inline (in-page only)	2026-07-29-r-makes-robot-policies-react-inside-the-action-chunk
