# Batch 6 post status before migration (2026-09-18)
# slug	draft	http_before	in_sitemap	og_image_before	has_hero_frontmatter
2026-08-15-what-openais-v3-1-0-sdk-changelog-tells-us-about-its-roadmap	False	200	1	https://kenashe.ai/_astro/hero.DH93EExD.png	True
2026-08-15-what-the-summer-2026-open-model-data-actually-shows	False	200	1	https://kenashe.ai/_astro/hero.qRFhrJu7.png	True
2026-08-16-ai-coding-feels-like-managing-a-very-literal-junior-engineer	False	200	1	https://kenashe.ai/_astro/hero.C3LEJfot.png	True
2026-08-16-ai-drug-discovery-in-2026-what-the-nature-review-actually-says-we-can-do	False	200	1	https://kenashe.ai/_astro/hero.TT_whHpP.png	True
2026-08-16-alzheimers-surgery-claims-need-evidence-before-amplification	False	200	1	https://kenashe.ai/_astro/hero.5GP1XvGn.png	True
2026-08-16-apples-reported-alibaba-deal-is-a-china-ai-reality-check	False	200	1	https://kenashe.ai/_astro/hero.CCuSGW3F.png	True
2026-08-16-local-llms-still-have-a-24gb-gpu-problem	False	200	1	https://kenashe.ai/_astro/hero.CoDvBrU3.png	True
2026-08-16-qwen3-8-27b-looks-useful-as-overnight-local-coding-labor	False	200	1	https://kenashe.ai/_astro/hero.DO5sPyX-.png	True
2026-08-16-qwens-basic-ray-tracer-demo-is-really-about-closed-loop-coding	False	200	1	https://kenashe.ai/_astro/hero.B4dm5cPD.png	True
2026-08-16-the-120b-gemma-rumor-is-really-about-trust-not-benchmarks	False	200	1	https://kenashe.ai/_astro/hero.FY5DykjK.png	True
2026-08-16-the-fifth-grade-llm-thought-experiment-what-a-capped-training-corpus-actually	False	200	1	https://kenashe.ai/_astro/hero.DZor63uu.png	True
2026-08-16-the-working-memory-gap-runs-both-ways	False	200	1	https://kenashe.ai/_astro/hero.ChhTcHnw.png	True
2026-08-17-agentic-marketing-roi-starts-after-the-hours-are-saved	False	200	1	https://kenashe.ai/_astro/hero.5aR3aUQR.png	True
2026-08-17-gemini-3-7-flash-and-the-new-floor-for-cheap-models	False	200	1	https://kenashe.ai/_astro/hero.fafCTFu9.png	True
2026-08-17-lp-nas-puts-a-linear-program-inside-differentiable-architecture-search	False	200	1	https://kenashe.ai/_astro/hero.Bg94DgGT.png	True
2026-08-17-openais-defender-window-is-small-but-real	False	200	1	https://kenashe.ai/_astro/hero.D3Jno3RL.png	True
2026-08-17-recipenet-treats-procedures-as-structure-not-flat-tables	False	200	1	https://kenashe.ai/_astro/hero.G8w10rbX.png	True
2026-08-17-stop-making-one-prompt-read-the-sources-and-cast-the-vote	False	200	1	https://kenashe.ai/_astro/hero.BatEIc0Q.png	True
2026-08-17-synthetic-health-tables-need-structure-before-generation	False	200	1	https://kenashe.ai/_astro/hero.eh6a0J1O.png	True
2026-08-17-the-real-lesson-in-a-deep-learning-model-that-dates-cave-art-handprints	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-17-tip-brings-materials-models-closer-to-real-operating-conditions	False	200	1	https://kenashe.ai/_astro/hero.BcChGWjz.png	True
2026-08-17-yopo-makes-abstention-cheaper-by-reading-the-model-before-it-lies	False	200	1	https://kenashe.ai/_astro/hero.CX-wvbjh.png	True
2026-08-18-ai-literacy-is-the-new-fault-line-what-openais-codeai-deal-actually-signals	False	200	1	https://kenashe.ai/_astro/hero.BEVjsRbW.png	True
2026-08-18-alphaevolve-nudges-the-matrix-multiplication-exponent-lower	False	200	1	https://kenashe.ai/_astro/hero.Bn_MlcrB.png	True
2026-08-18-autosr-turns-symbolic-regression-into-a-research-state-search	False	200	1	https://kenashe.ai/_astro/hero.qaVSpzlG.png	True
2026-08-18-calibench-tests-whether-video-models-roll-fair-dice	False	200	1	https://kenashe.ai/_astro/hero.CANOYXSA.png	True
2026-08-18-can-generated-text-prove-which-internal-path-a-model-took	False	200	1	https://kenashe.ai/_astro/hero.07TY13JO.png	True
2026-08-18-chatgpt-fan-out-queries-are-turning-seo-into-evidence-design	False	200	1	https://kenashe.ai/_astro/hero.4HZsZ9qT.png	True
2026-08-18-model-hypnosis-turns-harmless-prompt-quirks-into-a-control-surface	False	200	1	https://kenashe.ai/_astro/hero.DDdYo6Vj.png	True
2026-08-18-paywards-reported-glasswing-access-is-an-ai-security-story-not-a-crypto-story	False	200	1	https://kenashe.ai/_astro/hero.DgUf5hho.png	True
2026-08-18-pihf-turns-prompts-into-a-versioned-policy-layer	False	200	1	https://kenashe.ai/_astro/hero.DM8amsyr.png	True
2026-08-18-proteus-and-the-case-against-fixed-memory-in-long-context-models	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-19-chatgpt-ads-moves-into-europes-comparison-moment	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-19-google-ai-mode-traffic-is-now-an-attribution-problem	False	200	1	https://kenashe.ai/_astro/hero.DstW3OUG.png	True
2026-08-19-llm-reward-shaping-without-changing-the-goal	False	200	1	https://kenashe.ai/_astro/hero.BRz4UnDP.png	True
2026-08-19-openais-national-security-oversight-push-is-about-institutional-capacity	False	200	1	https://kenashe.ai/_astro/hero.DBqpnVYk.png	True
2026-08-19-pennsylvania-turns-ai-compute-into-a-local-permission-problem	False	200	1	https://kenashe.ai/_astro/hero.DXC1LGci.png	True
2026-08-19-symbolic-music-exposes-the-weak-spot-in-gpt-tokenization	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-19-the-mri-trick-hiding-in-data-you-already-threw-away	False	200	1	https://kenashe.ai/_astro/hero.BYv7-Lpv.png	True
2026-08-19-the-self-improving-agent-demo-that-falls-apart-when-you-shuffle-the-tasks	False	200	1	https://kenashe.ai/_astro/hero.s-vrpCpC.png	True
2026-08-19-tokeval-makes-tokenizer-choice-measurable-before-pretraining	False	200	1	https://kenashe.ai/_astro/hero.G_i3jFPP.png	True
2026-08-19-tsn4pi-wants-to-predict-where-your-politics-are-headed	False	200	1	https://kenashe.ai/_astro/hero.Cvboyi47.png	True
2026-08-20-exact-recourse-for-boosted-trees-starts-at-the-leaves	False	200	1	https://kenashe.ai/_astro/hero.DCCtgE3z.png	True
2026-08-20-flocks-os-investigate-shows-where-police-ai-gets-slippery	False	200	1	https://kenashe.ai/_astro/hero.Bhm71eNv.png	True
2026-08-20-masked-diffusion-for-time-series-imputation-gets-the-missingness-right	False	200	1	https://kenashe.ai/_astro/hero.fldb1p6l.png	True
2026-08-20-measure-ai-precision-before-you-trust-ai-capability	False	200	1	https://kenashe.ai/_astro/hero.Lz-EePjj.png	True
2026-08-20-openai-puts-zero-data-retention-back-on-the-frontier-model-checklist	False	200	1	https://kenashe.ai/_astro/hero.BnB8w-4_.png	True
2026-08-20-pgfs-and-the-reward-magnet-problem-in-ai-drug-design	False	200	1	https://kenashe.ai/_astro/hero.DGz4IJYe.png	True
2026-08-20-prompt-injection-is-seo-spam-with-a-larger-blast-radius	False	200	1	https://kenashe.ai/_astro/hero.Djlta39R.png	True
2026-08-20-spade-makes-the-training-environment-a-thing-the-model-learns-to-build	False	200	1	https://kenashe.ai/_astro/hero.B_ujzxMW.png	True
2026-08-20-the-token-budget-bug-hiding-in-multi-teacher-distillation	False	200	1	https://kenashe.ai/_astro/hero.CAxM2Exr.png	True
2026-08-20-when-the-teacher-and-the-verifier-disagree-fixing-on-policy-distillation-for	False	200	1	https://kenashe.ai/_astro/hero.BUyqvgo-.png	True
2026-08-21-agent-memory-works-better-when-skills-are-small-and-written-in-text	False	200	1	https://kenashe.ai/_astro/hero.xprQ3Elq.png	True
2026-08-21-binance-agent-os-puts-trading-agents-behind-user-controlled-gates	False	200	1	https://kenashe.ai/_astro/hero.CEVf5jvi.png	True
2026-08-21-daedalus-150m-treats-cpu-inference-as-the-design-target	False	200	1	https://kenashe.ai/_astro/hero.f7yAG1o9.png	True
2026-08-21-generated-interfaces-put-tool-pages-on-notice	False	200	1	https://kenashe.ai/_astro/hero.DRcBLMir.png	True
2026-08-21-iar-makes-retrieval-free-document-qa-less-brittle	False	200	1	https://kenashe.ai/_astro/hero.BuVdlt01.png	True
2026-08-21-self-improvement-audits-need-a-measured-null	False	200	1	https://kenashe.ai/_astro/hero.CxwIB1Ze.png	True
2026-08-21-splitting-the-reward-how-g-carl-grades-medical-explanations-for-facts-and-for	False	200	1	https://kenashe.ai/_astro/hero.BZRd_0bY.png	True
2026-08-21-task-model-induction-turns-messy-screen-traces-into-reusable-agent-skills	False	200	1	https://kenashe.ai/_astro/hero.CQeuvpZk.png	True
2026-08-21-what-ai4ai-bench-says-about-recursive-self-improvement-right-now	False	200	1	https://kenashe.ai/_astro/hero.CZHnZ873.png	True
2026-08-21-when-a-zero-shot-llm-ties-a-random-forest-on-travel-behavior	False	200	1	https://kenashe.ai/_astro/hero.C0lCtUUE.png	True
2026-08-22-ai-blindness-is-becoming-a-product-problem	False	200	1	https://kenashe.ai/_astro/hero.CA1wQzgo.png	True
2026-08-22-claudette-and-the-fight-against-ai-house-style	False	200	1	https://kenashe.ai/_astro/hero.B6BtbcUA.png	True
2026-08-22-googles-spam-update-and-ai-overviews-are-the-same-seo-story	False	200	1	https://kenashe.ai/_astro/hero.JlT43LSA.png	True
2026-08-22-local-agentic-coding-at-60-tokens-per-second-is-only-half-the-test	False	200	1	https://kenashe.ai/_astro/hero.CXZF7ZS8.png	True
2026-08-22-pews-ai-written-web-finding-is-a-distribution-problem	False	200	1	https://kenashe.ai/_astro/hero.B-1msAM5.png	True
2026-08-22-qwen-3-8s-benchmark-buzz-is-about-reasoning-budget-not-vibes	False	200	1	https://kenashe.ai/_astro/hero.DagbC46h.png	True
2026-08-22-qwen-thinking-levels-need-task-level-tests-not-vibes	False	200	1	https://kenashe.ai/_astro/hero.BHIxW0Kt.png	True
2026-08-22-sub-50ms-text-to-speech-and-why-latency-budgets-decide-voice-ux	False	200	1	https://kenashe.ai/_astro/hero.DRF06VD3.png	True
2026-08-22-the-homework-went-up-the-exam-went-down-what-the-ai-tutoring-gap-actually-shows	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-22-what-langchains-perplexity-1-4-1-patch-says-about-agent-plumbing	False	200	1	https://kenashe.ai/_astro/hero.B2880aCw.png	True
2026-08-23-a-36-node-dgx-spark-homelab-points-at-agent-infrastructure-not-just-bigger	False	200	1	https://kenashe.ai/_astro/hero.BqkGY6aD.png	True
2026-08-23-bitcoins-ai-security-problem-is-scale-not-superintelligence	False	200	1	https://kenashe.ai/_astro/hero.CYqICO3Z.png	True
2026-08-23-codex-over-claude-is-a-workflow-signal-not-a-verdict	False	200	1	https://kenashe.ai/_astro/hero.BEqEDCA4.png	True
2026-08-23-munder-difflin-and-the-real-work-behind-ai-clone-offices	False	200	1	https://kenashe.ai/_astro/hero.CuB45Mx5.png	True
2026-08-23-qwen-3-8-27b-and-the-local-ocr-cost-test	False	200	1	https://kenashe.ai/_astro/hero.CD6JTzPl.png	True
2026-08-23-r-localllama-and-the-quiet-maturity-of-local-ai	False	200	1	https://kenashe.ai/_astro/hero.B_skAwIl.png	True
2026-08-23-treat-the-texas-ai-hacking-story-as-a-disclosure-systems-test	False	200	1	https://kenashe.ai/_astro/hero.DFvmGBrt.png	True
2026-08-23-what-claude-codes-quiet-a-b-test-says-about-silent-model-downgrades	False	200	1	https://kenashe.ai/_astro/hero.ClRb1VWx.png	True
2026-08-23-what-the-meta-hook-hold-harvest-hide-claim-means-for-ai-product-builders	False	200	1	https://kenashe.ai/_astro/hero.DZmJBDYd.png	True
2026-08-23-your-local-llm-isnt-dumb-your-defaults-are	False	200	1	https://kenashe.ai/_astro/hero.C6BsWIZp.png	True
2026-08-24-a-newton-method-that-hits-o-1-k-with-one-linear-solve-per-step	False	200	1	https://kenashe.ai/_astro/hero.DvYF-1QT.png	True
2026-08-24-ai-is-not-the-point-of-the-intimacy-economy	False	200	1	https://kenashe.ai/_astro/hero.DZTksp6s.png	True
2026-08-24-anatomy-informed-networks-put-clinical-constraints-before-more-data	False	200	1	https://kenashe.ai/_astro/hero.LBYIgmxe.png	True
