# Batch 8 post status before migration (2026-09-18)
# slug	draft	http_before	in_sitemap	og_image_before	has_hero_frontmatter
2026-09-05-ai-api-outages-need-postmortems-not-vibes	False	200	1	https://kenashe.ai/_astro/hero.COsglRuZ.png	True
2026-09-05-ai-can-help-with-pcb-design-but-it-cannot-own-signoff	False	200	1	https://kenashe.ai/_astro/hero.BaoAefgU.png	True
2026-09-05-claude-fermat-and-the-real-value-of-machine-checkable-proofs	False	200	1	https://kenashe.ai/_astro/hero.DVbxAVAY.png	True
2026-09-05-global-search-console-ai-reporting-is-a-measurement-upgrade-not-an-seo-strategy	False	200	1	https://kenashe.ai/_astro/hero.C6prQwvb.png	True
2026-09-05-gpt-6-astras-big-claim-agentic-skill-meets-alignment	False	200	1	https://kenashe.ai/_astro/hero.tOepD9MF.png	True
2026-09-05-open-weight-ai-is-becoming-enterprise-plumbing	False	200	1	https://kenashe.ai/_astro/hero.DdTMZkG_.png	True
2026-09-05-the-on-call-skill-debt-nobody-is-tracking	False	200	1	https://kenashe.ai/_astro/hero.BK0vAsSX.png	True
2026-09-05-the-real-lesson-in-a-90-claude-code-token-cut	False	200	1	https://kenashe.ai/_astro/hero.mJPVc-pH.png	True
2026-09-05-treat-gpt-6-astra-as-a-test-target-not-a-trust-signal	False	200	1	https://kenashe.ai/_astro/hero.Dip04oJy.png	True
2026-09-05-what-langchain-core-1-6-2-fixes-for-agent-builders	False	200	1	https://kenashe.ai/_astro/hero.BzoHBtq6.png	True
2026-09-06-agent-harnesses-are-becoming-a-token-efficiency-fight	False	200	1	https://kenashe.ai/_astro/hero.DXkxPrdT.png	True
2026-09-06-chrome-exempts-googles-own-sites-from-a-cookie-setting-again	True	404	0	https://kenashe.ai/og-default.png	True
2026-09-06-local-llms-as-the-first-responder-for-a-compromised-pc	False	200	1	https://kenashe.ai/_astro/hero.Cq7Exe0Y.png	True
2026-09-06-openai-says-its-own-researchers-now-lean-on-coding-agents-what-does-the-data	False	200	1	https://kenashe.ai/_astro/hero.9SpdcLsY.png	True
2026-09-06-qwen-3-8-flash-next-shows-why-chat-feel-still-matters	False	200	1	https://kenashe.ai/_astro/hero.CfTf5snD.png	True
2026-09-06-rust-vtables-are-where-ai-code-reviews-get-vague	False	200	1	https://kenashe.ai/_astro/hero.B8Rna3WM.png	True
2026-09-06-the-next-token-frame-is-true-but-bad-product-intuition	False	200	1	https://kenashe.ai/_astro/hero.CMNVlTsD.png	True
2026-09-06-the-useful-part-of-calling-llms-a-cognitive-virus	False	200	1	https://kenashe.ai/_astro/hero.D8OEahg6.png	True
2026-09-06-uncensored-qwen-edits-show-why-model-cards-are-not-enough	False	200	1	https://kenashe.ai/_astro/hero.BhrRzjEo.png	True
2026-09-06-what-gpt-6-astra-on-robot-arms-actually-tells-us-almost-nothing-yet	False	200	1	https://kenashe.ai/_astro/hero.BM_wSRTc.png	True
2026-09-07-compress-the-plant-disease-model-then-question-the-compression	False	200	1	https://kenashe.ai/_astro/hero.BxMnNv5a.png	True
2026-09-07-diffusion-tv-makes-model-behavior-physical	False	200	1	https://kenashe.ai/_astro/hero.DlYdaDm8.png	True
2026-09-07-harmonys-reported-shutdown-plan-makes-ai-a-chain-risk-argument	False	200	1	https://kenashe.ai/_astro/hero.BrMPpszj.png	True
2026-09-07-how-a-9b-model-learned-to-chain-korean-government-apis-by-actually-calling-them	False	200	1	https://kenashe.ai/_astro/hero.DDr9_8kg.png	True
2026-09-07-lexflip-shows-legal-meaning-metrics-are-still-token-counters	False	200	1	https://kenashe.ai/_astro/hero.BSJKVCux.png	True
2026-09-07-openais-alignment-note-is-really-about-operational-discipline	False	200	1	https://kenashe.ai/_astro/hero.BtDcRDAW.png	True
2026-09-07-openais-ukraine-journalism-program-is-a-resilience-bet-not-a-newsroom	False	200	1	https://kenashe.ai/_astro/hero.DgSj5axG.png	True
2026-09-07-regionfed-trains-retail-search-per-region-without-pooling-the-data	False	200	1	https://kenashe.ai/_astro/hero.CLTENAgh.png	True
2026-09-07-search-marketings-weak-moral-shield-against-automation	False	200	1	https://kenashe.ai/_astro/hero.DmVb2Sqc.png	True
2026-09-07-when-you-upgrade-the-model-does-the-agents-memory-come-with-it	False	200	1	https://kenashe.ai/_astro/hero.Bcn6Ot1x.png	True
2026-09-08-ai-made-the-first-draft-free-the-bottleneck-moved-downstream	False	200	1	https://kenashe.ai/_astro/hero.Dvl0dstT.png	True
2026-09-08-ai-safety-should-refuse-harmful-tasks-not-entire-topics	False	200	1	https://kenashe.ai/_astro/hero.BDTR2MTP.png	True
2026-09-08-alphagenome-atlas-turns-genome-variants-into-an-ai-lookup-layer	False	200	1	https://kenashe.ai/_astro/hero.BDdEpi1n.png	True
2026-09-08-llms-txt-is-being-treated-like-robots-txt-and-that-is-the-problem	False	200	1	https://kenashe.ai/_astro/hero.EnNYdHjz.png	True
2026-09-08-mistrals-3b-round-and-the-case-for-european-open-weights	False	200	1	https://kenashe.ai/_astro/hero.BhTZteCn.png	True
2026-09-08-openais-5m-teen-research-grants-what-it-funds-and-what-it-sidesteps	False	200	1	https://kenashe.ai/_astro/hero.C7GwyxUv.png	True
2026-09-08-openais-journalism-program-stretches-from-classrooms-to-newsrooms	False	200	1	https://kenashe.ai/_astro/hero.DxA28jNU.png	True
2026-09-08-openais-python-sdk-gets-more-honest-about-agent-failures	False	200	1	https://kenashe.ai/_astro/hero.CA21lugT.png	True
2026-09-08-pachockis-warning-points-to-safety-gates-not-slower-vibes	False	200	1	https://kenashe.ai/_astro/hero.CAOvVb4x.png	True
2026-09-08-school-ai-at-105-000-is-a-naming-signal-not-an-ai-market-signal	False	200	1	https://kenashe.ai/_astro/hero.D8ua4KYW.png	True
2026-09-09-browser-agents-are-becoming-practical-comment-analysts	False	200	1	https://kenashe.ai/_astro/hero.C0ejFTrT.png	True
2026-09-09-can-ai-agents-do-their-own-interpretability-research-a-new-benchmark-says-not	False	200	1	https://kenashe.ai/_astro/hero.DjmOMknk.png	True
2026-09-09-execcritic-shows-why-coding-agents-need-separate-test-writers	True	404	0	https://kenashe.ai/og-default.png	True
2026-09-09-noah-models-patient-records-as-timelines-not-snapshots	False	200	1	https://kenashe.ai/_astro/hero.CoQUzF4_.png	True
2026-09-09-openais-python-sdk-gets-key-expiration-controls-not-just-new-image-hooks	False	200	1	https://kenashe.ai/_astro/hero.CuDOPzoI.png	True
2026-09-09-openais-reported-millennium-math-claim-needs-proof-not-applause	False	200	1	https://kenashe.ai/_astro/hero.SJqGx2FR.png	True
2026-09-09-pick-the-hospital-automation-work-before-picking-the-bot	False	200	1	https://kenashe.ai/_astro/hero.8lpZm4VM.png	True
2026-09-09-procedural-graphs-give-agents-a-memory-of-what-to-do-not-just-what-happened	False	200	1	https://kenashe.ai/_astro/hero.BZRtisE-.png	True
2026-09-09-spine-shows-sycophancy-gets-worse-when-users-keep-pushing	False	200	1	https://kenashe.ai/_astro/hero.Dzn-tdXg.png	True
2026-09-09-what-chatgpt-images-2-5-changes-for-people-who-actually-ship-images	False	200	1	https://kenashe.ai/_astro/hero.DF6RrTrI.png	True
2026-09-10-ceo-clone-chatbots-expose-the-limits-of-personality-wrappers	False	200	1	https://kenashe.ai/_astro/hero.CY-ZXd3r.png	True
2026-09-10-codex-as-a-lab-scout-for-antimicrobial-search	False	200	1	https://kenashe.ai/_astro/hero.D_njgDAS.png	True
2026-09-10-convmem-turns-long-context-reasoning-into-a-tree-instead-of-a-chain	False	200	1	https://kenashe.ai/_astro/hero.DtB5v0dp.png	True
2026-09-10-geometry-reasoning-gets-better-when-the-model-is-not-doing-every-job	False	200	1	https://kenashe.ai/_astro/hero.Du0C3H30.png	True
2026-09-10-instruction-vs-example-how-vision-language-models-actually-moderate-content	False	200	1	https://kenashe.ai/_astro/hero.YOFvZGef.png	True
2026-09-10-layer-selective-unlearning-aims-at-the-parts-of-a-model-that-remember	False	200	1	https://kenashe.ai/_astro/hero.CrVkFcLD.png	True
2026-09-10-openai-training-data-accusations-need-a-provenance-test	False	200	1	https://kenashe.ai/_astro/hero.C65Ag2Oh.png	True
2026-09-10-ppc-automation-needs-guardrails-not-blind-trust	False	200	1	https://kenashe.ai/_astro/hero.C-oVvjk8.png	True
2026-09-10-sg-jepa-points-world-models-at-the-encoder-not-the-simulator	False	200	1	https://kenashe.ai/_astro/hero.CRrFahyi.png	True
2026-09-10-the-benchmark-says-gpt-5-your-users-get-a-serving-route	False	200	1	https://kenashe.ai/_astro/hero.C3nnCAcw.png	True
2026-09-11-an-86-bitcoin-quantum-benchmark-cut-is-not-an-86-attack	False	200	1	https://kenashe.ai/_astro/hero.QmwCy0BG.png	True
2026-09-11-conversational-xai-works-best-when-it-is-a-control-surface-not-a-chatbot	False	200	1	https://kenashe.ai/_astro/hero.Be9NrsiJ.png	True
2026-09-11-crispr-screens-need-learned-experiment-pickers-not-bigger-chatbots	False	200	1	https://kenashe.ai/_astro/hero.CCVSki-b.png	True
2026-09-11-datashifts-turns-distribution-shift-into-an-error-budget-problem	False	200	1	https://kenashe.ai/_astro/hero.NzyVXX5P.png	True
2026-09-11-geo-needs-exposure-data-before-it-can-claim-revenue	False	200	1	https://kenashe.ai/_astro/hero.DaUpexFY.png	True
2026-09-11-mindtopo-tests-whether-vision-models-grasp-topology-not-just-distances	False	200	1	https://kenashe.ai/_astro/hero.BsUCstbz.png	True
2026-09-11-recursive-self-improvement-has-a-roadmap-now-and-most-of-it-isnt-built	False	200	1	https://kenashe.ai/_astro/hero.B9yq04tM.png	True
2026-09-11-retrothinker-lets-speech-models-correct-themselves-while-you-are-still-talking	False	200	1	https://kenashe.ai/_astro/hero.DNpqnO_5.png	True
2026-09-11-the-hallucination-detector-that-doesnt-transfer-to-your-domain	False	200	1	https://kenashe.ai/_astro/hero.ByQlg0l9.png	True
2026-09-11-the-marketing-ai-stack-is-too-full-now	False	200	1	https://kenashe.ai/_astro/hero.CIQJ7V1c.png	True
2026-09-12-a-filter-that-strips-ai-stories-from-hacker-news-and-what-it-reveals	False	200	1	https://kenashe.ai/_astro/hero.BIxVop4E.png	True
2026-09-12-ai-math-systems-are-still-optimizing-for-the-wrong-proof	False	200	1	https://kenashe.ai/_astro/hero.D-pb9Iy_.png	True
2026-09-12-ai-sadness-is-product-feedback-not-just-backlash	False	200	1	https://kenashe.ai/_astro/hero.CJLcmupv.png	True
2026-09-12-devin-testing-its-own-work-with-gpt-6-astra-whats-real-whats-reported	False	200	1	https://kenashe.ai/_astro/hero.Kpq6gyJJ.png	True
2026-09-12-gpt-6-astra-and-the-problem-with-moving-target-models	False	200	1	https://kenashe.ai/_astro/hero.CdKv0LOI.png	True
2026-09-12-perplexity-handing-gpt-6-astra-production-access-what-openais-claim-actually	False	200	1	https://kenashe.ai/_astro/hero.CuET1zwI.png	True
2026-09-12-rune-going-open-source-is-only-the-start-of-the-diligence	False	200	1	https://kenashe.ai/_astro/hero.CzzJ0RDK.png	True
2026-09-12-search-ops-are-moving-from-pages-to-feeds	False	200	1	https://kenashe.ai/_astro/hero.NnDDrpeM.png	True
2026-09-12-the-rubygems-agent-report-is-a-supply-chain-warning	False	200	1	https://kenashe.ai/_astro/hero.Tf6rd0e9.png	True
2026-09-12-the-useful-part-of-a-smaller-llm-gateway-is-not-the-size	False	200	1	https://kenashe.ai/_astro/hero.D4SYY-YC.png	True
2026-09-13-a-thin-local-ai-signal-still-tells-builders-what-to-watch	False	200	1	https://kenashe.ai/_astro/hero.CtIAs2Q9.png	True
2026-09-13-ai-leaders-are-asking-for-a-slower-race-before-recursive-systems-arrive	False	200	1	https://kenashe.ai/_astro/hero.DKfSg3Cm.png	True
2026-09-13-declassified-daily-briefs-are-a-better-ai-test-than-another-toy-corpus	False	200	1	https://kenashe.ai/_astro/hero.B-f08Ada.png	True
