# Site-hosted image URL mapping, Phase B batch 8. Hashes computed with Rollup (the algorithm Astro uses for /_astro/ asset names).
# served_today: production HTTP status of old_url before the batch. 404 = original never emitted (only sized derivatives), no redirect needed.
# old_url	new_url	served_today	role	post_slug
https://kenashe.ai/_astro/hero.Bh8mDTB9.png	https://kenashe.ai/_astro/hero.B-teLFPo.webp	200	hero (og:image + Article.image)	2026-09-04-chatgpt-commerce-has-a-checkout-problem
https://kenashe.ai/_astro/inline-1.DGriRRTa.png	https://kenashe.ai/_astro/inline-1.Dc1VN68T.webp	404	inline (in-page only)	2026-09-04-chatgpt-commerce-has-a-checkout-problem
https://kenashe.ai/_astro/hero.CsynmYZH.png	https://kenashe.ai/_astro/hero.DjbWfhQ1.webp	200	hero (og:image + Article.image)	2026-09-04-compiling-a-prompt-into-a-small-neural-function-you-can-version
https://kenashe.ai/_astro/inline-1.C9hP0Sxg.png	https://kenashe.ai/_astro/inline-1.CKxS1CNV.webp	404	inline (in-page only)	2026-09-04-compiling-a-prompt-into-a-small-neural-function-you-can-version
https://kenashe.ai/_astro/inline-2.B7tusOUy.png	https://kenashe.ai/_astro/inline-2.BG3kpjEi.webp	404	inline (in-page only)	2026-09-04-compiling-a-prompt-into-a-small-neural-function-you-can-version
https://kenashe.ai/_astro/inline-3.DNb1I5iX.png	https://kenashe.ai/_astro/inline-3.DPeg6NMM.webp	404	inline (in-page only)	2026-09-04-compiling-a-prompt-into-a-small-neural-function-you-can-version
https://kenashe.ai/_astro/hero.CefH3GTi.png	https://kenashe.ai/_astro/hero.WHbyalhD.webp	200	hero (og:image + Article.image)	2026-09-04-espos-fix-for-prompt-bloat-diagnose-errors-then-stop-appending-rules
https://kenashe.ai/_astro/inline-1.C5bu3jbY.png	https://kenashe.ai/_astro/inline-1.DKxqoXfD.webp	404	inline (in-page only)	2026-09-04-espos-fix-for-prompt-bloat-diagnose-errors-then-stop-appending-rules
https://kenashe.ai/_astro/inline-2.BHVXw7hZ.png	https://kenashe.ai/_astro/inline-2.DaXzlm3R.webp	404	inline (in-page only)	2026-09-04-espos-fix-for-prompt-bloat-diagnose-errors-then-stop-appending-rules
https://kenashe.ai/_astro/inline-3.COaO6pY4.png	https://kenashe.ai/_astro/inline-3.GxEgsMGq.webp	404	inline (in-page only)	2026-09-04-espos-fix-for-prompt-bloat-diagnose-errors-then-stop-appending-rules
https://kenashe.ai/_astro/hero.Dny3GhlA.png	https://kenashe.ai/_astro/hero.B_89-CRk.webp	200	hero (og:image + Article.image)	2026-09-04-gpt-6-astras-benchmark-wins-are-real-the-agi-framing-isnt
https://kenashe.ai/_astro/inline-1.Dk2jrkWx.png	https://kenashe.ai/_astro/inline-1.BEIBZC9u.webp	200	inline (in-page only)	2026-09-04-gpt-6-astras-benchmark-wins-are-real-the-agi-framing-isnt
https://kenashe.ai/_astro/inline-2.C_qnaba8.png	https://kenashe.ai/_astro/inline-2.BlJdDSWd.webp	200	inline (in-page only)	2026-09-04-gpt-6-astras-benchmark-wins-are-real-the-agi-framing-isnt
https://kenashe.ai/_astro/inline-3.BQd9Gt82.png	https://kenashe.ai/_astro/inline-3.CTstBnG0.webp	200	inline (in-page only)	2026-09-04-gpt-6-astras-benchmark-wins-are-real-the-agi-framing-isnt
https://kenashe.ai/_astro/hero.C4jBUfaX.png	https://kenashe.ai/_astro/hero.Dw2yZnST.webp	200	hero (og:image + Article.image)	2026-09-04-hosted-llm-judges-are-not-fixed-instruments
https://kenashe.ai/_astro/inline-1.D7hqxxho.png	https://kenashe.ai/_astro/inline-1.D4uZHXxY.webp	404	inline (in-page only)	2026-09-04-hosted-llm-judges-are-not-fixed-instruments
https://kenashe.ai/_astro/hero.aVyoIcJW.png	https://kenashe.ai/_astro/hero.DWbiglg2.webp	200	hero (og:image + Article.image)	2026-09-04-on-policy-distillation-may-need-fewer-prompts-and-better-absorption
https://kenashe.ai/_astro/inline-1.CZbedADN.png	https://kenashe.ai/_astro/inline-1.3rpxC6Be.webp	404	inline (in-page only)	2026-09-04-on-policy-distillation-may-need-fewer-prompts-and-better-absorption
https://kenashe.ai/_astro/hero.DSIfcr1J.png	https://kenashe.ai/_astro/hero.CVhcpJlc.webp	200	hero (og:image + Article.image)	2026-09-04-terminal-universe-turns-code-agent-logs-into-reusable-sandboxes
https://kenashe.ai/_astro/inline-1.BHJm-rxX.png	https://kenashe.ai/_astro/inline-1.rkBlzocx.webp	404	inline (in-page only)	2026-09-04-terminal-universe-turns-code-agent-logs-into-reusable-sandboxes
https://kenashe.ai/_astro/hero.BAcXZZjA.png	https://kenashe.ai/_astro/hero.BnD0hU7g.webp	200	hero (og:image + Article.image)	2026-09-04-the-openai-agent-hack-report-is-a-disclosure-problem-first
https://kenashe.ai/_astro/inline-1.DUZiSnpN.png	https://kenashe.ai/_astro/inline-1.Dy5rzbpw.webp	404	inline (in-page only)	2026-09-04-the-openai-agent-hack-report-is-a-disclosure-problem-first
https://kenashe.ai/_astro/hero.COsglRuZ.png	https://kenashe.ai/_astro/hero.CCQ31_Ka.webp	200	hero (og:image + Article.image)	2026-09-05-ai-api-outages-need-postmortems-not-vibes
https://kenashe.ai/_astro/inline-1.DaiJsFC8.png	https://kenashe.ai/_astro/inline-1.D-4EOZrI.webp	404	inline (in-page only)	2026-09-05-ai-api-outages-need-postmortems-not-vibes
https://kenashe.ai/_astro/hero.BaoAefgU.png	https://kenashe.ai/_astro/hero.W4B_4GtB.webp	200	hero (og:image + Article.image)	2026-09-05-ai-can-help-with-pcb-design-but-it-cannot-own-signoff
https://kenashe.ai/_astro/inline-1.DFzB4oAz.png	https://kenashe.ai/_astro/inline-1.BnXfuaAt.webp	404	inline (in-page only)	2026-09-05-ai-can-help-with-pcb-design-but-it-cannot-own-signoff
https://kenashe.ai/_astro/hero.DVbxAVAY.png	https://kenashe.ai/_astro/hero.nQgazfv2.webp	200	hero (og:image + Article.image)	2026-09-05-claude-fermat-and-the-real-value-of-machine-checkable-proofs
https://kenashe.ai/_astro/inline-1.BhGhPhqP.png	https://kenashe.ai/_astro/inline-1.CK8EiWJm.webp	404	inline (in-page only)	2026-09-05-claude-fermat-and-the-real-value-of-machine-checkable-proofs
https://kenashe.ai/_astro/hero.C6prQwvb.png	https://kenashe.ai/_astro/hero.kUzfRir5.webp	200	hero (og:image + Article.image)	2026-09-05-global-search-console-ai-reporting-is-a-measurement-upgrade-not-an-seo-strategy
https://kenashe.ai/_astro/inline-1.C4e6DdIt.png	https://kenashe.ai/_astro/inline-1.SIl9Y6WD.webp	404	inline (in-page only)	2026-09-05-global-search-console-ai-reporting-is-a-measurement-upgrade-not-an-seo-strategy
https://kenashe.ai/_astro/hero.tOepD9MF.png	https://kenashe.ai/_astro/hero.7Z4a9xNF.webp	200	hero (og:image + Article.image)	2026-09-05-gpt-6-astras-big-claim-agentic-skill-meets-alignment
https://kenashe.ai/_astro/inline-1.BRbqqnai.png	https://kenashe.ai/_astro/inline-1.BTiEiI51.webp	404	inline (in-page only)	2026-09-05-gpt-6-astras-big-claim-agentic-skill-meets-alignment
https://kenashe.ai/_astro/inline-2.CEwSNNzG.png	https://kenashe.ai/_astro/inline-2.OPF4LbGl.webp	404	inline (in-page only)	2026-09-05-gpt-6-astras-big-claim-agentic-skill-meets-alignment
https://kenashe.ai/_astro/hero.DdTMZkG_.png	https://kenashe.ai/_astro/hero.kpOkdaV7.webp	200	hero (og:image + Article.image)	2026-09-05-open-weight-ai-is-becoming-enterprise-plumbing
https://kenashe.ai/_astro/inline-1.ByTtNX4z.png	https://kenashe.ai/_astro/inline-1.9XYaKQtk.webp	404	inline (in-page only)	2026-09-05-open-weight-ai-is-becoming-enterprise-plumbing
https://kenashe.ai/_astro/hero.BK0vAsSX.png	https://kenashe.ai/_astro/hero.BIacDzI-.webp	200	hero (og:image + Article.image)	2026-09-05-the-on-call-skill-debt-nobody-is-tracking
https://kenashe.ai/_astro/inline-1.Bz9lnIZZ.png	https://kenashe.ai/_astro/inline-1.CvdGwNo2.webp	404	inline (in-page only)	2026-09-05-the-on-call-skill-debt-nobody-is-tracking
https://kenashe.ai/_astro/inline-2.Bhoq4XTv.png	https://kenashe.ai/_astro/inline-2.CpZ9c3uH.webp	404	inline (in-page only)	2026-09-05-the-on-call-skill-debt-nobody-is-tracking
https://kenashe.ai/_astro/inline-3.DfLqrCn2.png	https://kenashe.ai/_astro/inline-3.DF8LOSHa.webp	404	inline (in-page only)	2026-09-05-the-on-call-skill-debt-nobody-is-tracking
https://kenashe.ai/_astro/hero.mJPVc-pH.png	https://kenashe.ai/_astro/hero.DurSr20X.webp	200	hero (og:image + Article.image)	2026-09-05-the-real-lesson-in-a-90-claude-code-token-cut
https://kenashe.ai/_astro/inline-1.B533l_fx.png	https://kenashe.ai/_astro/inline-1.DIVwbUOb.webp	404	inline (in-page only)	2026-09-05-the-real-lesson-in-a-90-claude-code-token-cut
https://kenashe.ai/_astro/hero.Dip04oJy.png	https://kenashe.ai/_astro/hero.4S1jQZCD.webp	200	hero (og:image + Article.image)	2026-09-05-treat-gpt-6-astra-as-a-test-target-not-a-trust-signal
https://kenashe.ai/_astro/inline-1.D2dEdYGO.png	https://kenashe.ai/_astro/inline-1.C9C4elP7.webp	404	inline (in-page only)	2026-09-05-treat-gpt-6-astra-as-a-test-target-not-a-trust-signal
https://kenashe.ai/_astro/hero.BzoHBtq6.png	https://kenashe.ai/_astro/hero.DjcAD0DF.webp	200	hero (og:image + Article.image)	2026-09-05-what-langchain-core-1-6-2-fixes-for-agent-builders
https://kenashe.ai/_astro/inline-1.BvA3Zn8k.png	https://kenashe.ai/_astro/inline-1.BRziIcUQ.webp	404	inline (in-page only)	2026-09-05-what-langchain-core-1-6-2-fixes-for-agent-builders
https://kenashe.ai/_astro/inline-2.Cd9tG3Zs.png	https://kenashe.ai/_astro/inline-2.OxdX5QIZ.webp	404	inline (in-page only)	2026-09-05-what-langchain-core-1-6-2-fixes-for-agent-builders
https://kenashe.ai/_astro/inline-3.BR2YqL3i.png	https://kenashe.ai/_astro/inline-3.CBBrhg8_.webp	404	inline (in-page only)	2026-09-05-what-langchain-core-1-6-2-fixes-for-agent-builders
https://kenashe.ai/_astro/hero.DXkxPrdT.png	https://kenashe.ai/_astro/hero.CAjZT3n9.webp	200	hero (og:image + Article.image)	2026-09-06-agent-harnesses-are-becoming-a-token-efficiency-fight
https://kenashe.ai/_astro/inline-1.DOeDeUBn.png	https://kenashe.ai/_astro/inline-1.ChTC-nLb.webp	404	inline (in-page only)	2026-09-06-agent-harnesses-are-becoming-a-token-efficiency-fight
https://kenashe.ai/_astro/hero.CnGeYL7X.png	https://kenashe.ai/_astro/hero.C8_FBbNA.webp	200	hero (og:image + Article.image)	2026-09-06-chrome-exempts-googles-own-sites-from-a-cookie-setting-again
https://kenashe.ai/_astro/inline-1.CVR840ne.png	https://kenashe.ai/_astro/inline-1.BALbcBpe.webp	200	inline (in-page only)	2026-09-06-chrome-exempts-googles-own-sites-from-a-cookie-setting-again
https://kenashe.ai/_astro/inline-2.DMv9eRVH.png	https://kenashe.ai/_astro/inline-2.e8MhWOO6.webp	200	inline (in-page only)	2026-09-06-chrome-exempts-googles-own-sites-from-a-cookie-setting-again
https://kenashe.ai/_astro/inline-3.CjJPPDvO.png	https://kenashe.ai/_astro/inline-3.DXvR8IEA.webp	200	inline (in-page only)	2026-09-06-chrome-exempts-googles-own-sites-from-a-cookie-setting-again
https://kenashe.ai/_astro/hero.Cq7Exe0Y.png	https://kenashe.ai/_astro/hero.oLrpfKWH.webp	200	hero (og:image + Article.image)	2026-09-06-local-llms-as-the-first-responder-for-a-compromised-pc
https://kenashe.ai/_astro/inline-1.DBqYr5rt.png	https://kenashe.ai/_astro/inline-1.cDwHYDuK.webp	404	inline (in-page only)	2026-09-06-local-llms-as-the-first-responder-for-a-compromised-pc
https://kenashe.ai/_astro/hero.9SpdcLsY.png	https://kenashe.ai/_astro/hero.De440CgS.webp	200	hero (og:image + Article.image)	2026-09-06-openai-says-its-own-researchers-now-lean-on-coding-agents-what-does-the-data
https://kenashe.ai/_astro/inline-1.BYlMgClL.png	https://kenashe.ai/_astro/inline-1.CYqF2D0o.webp	404	inline (in-page only)	2026-09-06-openai-says-its-own-researchers-now-lean-on-coding-agents-what-does-the-data
https://kenashe.ai/_astro/inline-2.xq8O9azY.png	https://kenashe.ai/_astro/inline-2.CzdFdsbn.webp	404	inline (in-page only)	2026-09-06-openai-says-its-own-researchers-now-lean-on-coding-agents-what-does-the-data
https://kenashe.ai/_astro/inline-3.BxRr3tzR.png	https://kenashe.ai/_astro/inline-3.B-qviXeb.webp	404	inline (in-page only)	2026-09-06-openai-says-its-own-researchers-now-lean-on-coding-agents-what-does-the-data
https://kenashe.ai/_astro/hero.CfTf5snD.png	https://kenashe.ai/_astro/hero.CO_YFX1F.webp	200	hero (og:image + Article.image)	2026-09-06-qwen-3-8-flash-next-shows-why-chat-feel-still-matters
https://kenashe.ai/_astro/inline-1.BIzZGZGF.png	https://kenashe.ai/_astro/inline-1.oYWXhz3p.webp	404	inline (in-page only)	2026-09-06-qwen-3-8-flash-next-shows-why-chat-feel-still-matters
https://kenashe.ai/_astro/hero.B8Rna3WM.png	https://kenashe.ai/_astro/hero.Brck6lIY.webp	200	hero (og:image + Article.image)	2026-09-06-rust-vtables-are-where-ai-code-reviews-get-vague
https://kenashe.ai/_astro/inline-1.BvAzlTV6.png	https://kenashe.ai/_astro/inline-1.DV9fE1zo.webp	404	inline (in-page only)	2026-09-06-rust-vtables-are-where-ai-code-reviews-get-vague
https://kenashe.ai/_astro/hero.CMNVlTsD.png	https://kenashe.ai/_astro/hero.Dr0J2Ci3.webp	200	hero (og:image + Article.image)	2026-09-06-the-next-token-frame-is-true-but-bad-product-intuition
https://kenashe.ai/_astro/inline-1.DKrsd8M5.png	https://kenashe.ai/_astro/inline-1.B6x0CnAL.webp	404	inline (in-page only)	2026-09-06-the-next-token-frame-is-true-but-bad-product-intuition
https://kenashe.ai/_astro/hero.D8OEahg6.png	https://kenashe.ai/_astro/hero.rYp3csLc.webp	200	hero (og:image + Article.image)	2026-09-06-the-useful-part-of-calling-llms-a-cognitive-virus
https://kenashe.ai/_astro/inline-1.C2z3JJWu.png	https://kenashe.ai/_astro/inline-1.BHizYdw7.webp	404	inline (in-page only)	2026-09-06-the-useful-part-of-calling-llms-a-cognitive-virus
https://kenashe.ai/_astro/hero.BhrRzjEo.png	https://kenashe.ai/_astro/hero.DJy1i1tT.webp	200	hero (og:image + Article.image)	2026-09-06-uncensored-qwen-edits-show-why-model-cards-are-not-enough
https://kenashe.ai/_astro/inline-1.DGSJ_XLD.png	https://kenashe.ai/_astro/inline-1.DPC6SFRe.webp	404	inline (in-page only)	2026-09-06-uncensored-qwen-edits-show-why-model-cards-are-not-enough
https://kenashe.ai/_astro/hero.BM_wSRTc.png	https://kenashe.ai/_astro/hero.DmP6HaTc.webp	200	hero (og:image + Article.image)	2026-09-06-what-gpt-6-astra-on-robot-arms-actually-tells-us-almost-nothing-yet
https://kenashe.ai/_astro/inline-1.5IZaxCeA.png	https://kenashe.ai/_astro/inline-1.BrgrkqlB.webp	404	inline (in-page only)	2026-09-06-what-gpt-6-astra-on-robot-arms-actually-tells-us-almost-nothing-yet
https://kenashe.ai/_astro/inline-2.BR6MXFhE.png	https://kenashe.ai/_astro/inline-2.Cal91tdi.webp	404	inline (in-page only)	2026-09-06-what-gpt-6-astra-on-robot-arms-actually-tells-us-almost-nothing-yet
https://kenashe.ai/_astro/hero.BxMnNv5a.png	https://kenashe.ai/_astro/hero.GgZ5tgJs.webp	200	hero (og:image + Article.image)	2026-09-07-compress-the-plant-disease-model-then-question-the-compression
https://kenashe.ai/_astro/inline-1.CYvtyEwQ.png	https://kenashe.ai/_astro/inline-1.DCpAZJtS.webp	404	inline (in-page only)	2026-09-07-compress-the-plant-disease-model-then-question-the-compression
https://kenashe.ai/_astro/hero.DlYdaDm8.png	https://kenashe.ai/_astro/hero.Dz_JVjoT.webp	200	hero (og:image + Article.image)	2026-09-07-diffusion-tv-makes-model-behavior-physical
https://kenashe.ai/_astro/inline-1.36xOu9wh.png	https://kenashe.ai/_astro/inline-1.BV8C_qdT.webp	404	inline (in-page only)	2026-09-07-diffusion-tv-makes-model-behavior-physical
https://kenashe.ai/_astro/hero.BrMPpszj.png	https://kenashe.ai/_astro/hero.C6mmF1Ub.webp	200	hero (og:image + Article.image)	2026-09-07-harmonys-reported-shutdown-plan-makes-ai-a-chain-risk-argument
https://kenashe.ai/_astro/inline-1.yB0jasjf.png	https://kenashe.ai/_astro/inline-1.BYgMKdhV.webp	404	inline (in-page only)	2026-09-07-harmonys-reported-shutdown-plan-makes-ai-a-chain-risk-argument
https://kenashe.ai/_astro/hero.DDr9_8kg.png	https://kenashe.ai/_astro/hero.8nVfW9YG.webp	200	hero (og:image + Article.image)	2026-09-07-how-a-9b-model-learned-to-chain-korean-government-apis-by-actually-calling-them
https://kenashe.ai/_astro/inline-1.CngBq5Uv.png	https://kenashe.ai/_astro/inline-1.yzOFewyC.webp	404	inline (in-page only)	2026-09-07-how-a-9b-model-learned-to-chain-korean-government-apis-by-actually-calling-them
https://kenashe.ai/_astro/inline-2.DUCoV7jQ.png	https://kenashe.ai/_astro/inline-2.CiI7-RCg.webp	404	inline (in-page only)	2026-09-07-how-a-9b-model-learned-to-chain-korean-government-apis-by-actually-calling-them
https://kenashe.ai/_astro/inline-3.B3Ugjih_.png	https://kenashe.ai/_astro/inline-3.Cw6VxLkR.webp	404	inline (in-page only)	2026-09-07-how-a-9b-model-learned-to-chain-korean-government-apis-by-actually-calling-them
https://kenashe.ai/_astro/hero.BSJKVCux.png	https://kenashe.ai/_astro/hero.CcneA4tv.webp	200	hero (og:image + Article.image)	2026-09-07-lexflip-shows-legal-meaning-metrics-are-still-token-counters
https://kenashe.ai/_astro/inline-1.BlwIAQe0.png	https://kenashe.ai/_astro/inline-1.Dd71dI7w.webp	404	inline (in-page only)	2026-09-07-lexflip-shows-legal-meaning-metrics-are-still-token-counters
https://kenashe.ai/_astro/hero.BtDcRDAW.png	https://kenashe.ai/_astro/hero.DXE3lRI3.webp	200	hero (og:image + Article.image)	2026-09-07-openais-alignment-note-is-really-about-operational-discipline
https://kenashe.ai/_astro/inline-1.B_ANuUsu.png	https://kenashe.ai/_astro/inline-1.BRbXlhlf.webp	404	inline (in-page only)	2026-09-07-openais-alignment-note-is-really-about-operational-discipline
https://kenashe.ai/_astro/hero.DgSj5axG.png	https://kenashe.ai/_astro/hero.mB7HQ7z8.webp	200	hero (og:image + Article.image)	2026-09-07-openais-ukraine-journalism-program-is-a-resilience-bet-not-a-newsroom
https://kenashe.ai/_astro/inline-1.BKFcjty3.png	https://kenashe.ai/_astro/inline-1.vM-AirLw.webp	404	inline (in-page only)	2026-09-07-openais-ukraine-journalism-program-is-a-resilience-bet-not-a-newsroom
https://kenashe.ai/_astro/hero.CLTENAgh.png	https://kenashe.ai/_astro/hero.C9Kfz7Ld.webp	200	hero (og:image + Article.image)	2026-09-07-regionfed-trains-retail-search-per-region-without-pooling-the-data
https://kenashe.ai/_astro/inline-1.BvzVtQ1m.png	https://kenashe.ai/_astro/inline-1.DXbSeV-v.webp	404	inline (in-page only)	2026-09-07-regionfed-trains-retail-search-per-region-without-pooling-the-data
https://kenashe.ai/_astro/inline-2.aWW6VQeY.png	https://kenashe.ai/_astro/inline-2.Db4gEC3O.webp	404	inline (in-page only)	2026-09-07-regionfed-trains-retail-search-per-region-without-pooling-the-data
https://kenashe.ai/_astro/inline-3.DeVWtctb.png	https://kenashe.ai/_astro/inline-3.B_mV84QI.webp	404	inline (in-page only)	2026-09-07-regionfed-trains-retail-search-per-region-without-pooling-the-data
https://kenashe.ai/_astro/hero.DmVb2Sqc.png	https://kenashe.ai/_astro/hero.R0Nvta6X.webp	200	hero (og:image + Article.image)	2026-09-07-search-marketings-weak-moral-shield-against-automation
https://kenashe.ai/_astro/inline-1.C1fA_AAS.png	https://kenashe.ai/_astro/inline-1.sXFH5EX1.webp	404	inline (in-page only)	2026-09-07-search-marketings-weak-moral-shield-against-automation
https://kenashe.ai/_astro/hero.Bcn6Ot1x.png	https://kenashe.ai/_astro/hero.BMHVBq5A.webp	200	hero (og:image + Article.image)	2026-09-07-when-you-upgrade-the-model-does-the-agents-memory-come-with-it
https://kenashe.ai/_astro/inline-1.DZ0eLO8W.png	https://kenashe.ai/_astro/inline-1.CDCBP7hv.webp	404	inline (in-page only)	2026-09-07-when-you-upgrade-the-model-does-the-agents-memory-come-with-it
https://kenashe.ai/_astro/inline-2.C2hJoZVS.png	https://kenashe.ai/_astro/inline-2.B3UCdxTc.webp	404	inline (in-page only)	2026-09-07-when-you-upgrade-the-model-does-the-agents-memory-come-with-it
https://kenashe.ai/_astro/hero.Dvl0dstT.png	https://kenashe.ai/_astro/hero.DHp-98zo.webp	200	hero (og:image + Article.image)	2026-09-08-ai-made-the-first-draft-free-the-bottleneck-moved-downstream
https://kenashe.ai/_astro/inline-1.C_hA4u5R.png	https://kenashe.ai/_astro/inline-1.CxASUsCR.webp	404	inline (in-page only)	2026-09-08-ai-made-the-first-draft-free-the-bottleneck-moved-downstream
https://kenashe.ai/_astro/inline-2.CW4f_76G.png	https://kenashe.ai/_astro/inline-2.C66AWYBk.webp	404	inline (in-page only)	2026-09-08-ai-made-the-first-draft-free-the-bottleneck-moved-downstream
https://kenashe.ai/_astro/inline-3.DAnJ9Fhx.png	https://kenashe.ai/_astro/inline-3.BR2ZSGQt.webp	404	inline (in-page only)	2026-09-08-ai-made-the-first-draft-free-the-bottleneck-moved-downstream
https://kenashe.ai/_astro/hero.BDTR2MTP.png	https://kenashe.ai/_astro/hero.DWvtQrsz.webp	200	hero (og:image + Article.image)	2026-09-08-ai-safety-should-refuse-harmful-tasks-not-entire-topics
https://kenashe.ai/_astro/inline-1.BLIKJoc1.png	https://kenashe.ai/_astro/inline-1.jjg6eQs4.webp	404	inline (in-page only)	2026-09-08-ai-safety-should-refuse-harmful-tasks-not-entire-topics
https://kenashe.ai/_astro/hero.BDdEpi1n.png	https://kenashe.ai/_astro/hero.B41XRSAj.webp	200	hero (og:image + Article.image)	2026-09-08-alphagenome-atlas-turns-genome-variants-into-an-ai-lookup-layer
https://kenashe.ai/_astro/inline-1.Cd_GU95w.png	https://kenashe.ai/_astro/inline-1.BuXENTMc.webp	404	inline (in-page only)	2026-09-08-alphagenome-atlas-turns-genome-variants-into-an-ai-lookup-layer
https://kenashe.ai/_astro/hero.EnNYdHjz.png	https://kenashe.ai/_astro/hero.A8XgkHSb.webp	200	hero (og:image + Article.image)	2026-09-08-llms-txt-is-being-treated-like-robots-txt-and-that-is-the-problem
